sentence_id,Beijing,Chengdu,Guiyang,Nanchang,Taibei,Taiyuan,Xianggang,Xiangtan,Xining,Hefei,Meixian,Hangzhou,Wuhan,Harbin,Xian,Wulumuqi,Wenzhou,Tianjin,Pingyao,Kunming,Shanghai,Lanzhou,Shantou
139,suan,suan,suan,sɵn,sŋ̩,suæ̃,syn,sɔn,suã,sʊ̃,son,sɥõ,san,suan,suã,suan,sø,suan,suɑŋ,suɐ̃,sø,suɛ̃n,sɯŋ
140,ɕian,xan,ɕian,han,kiam,ɕie,ham,ɦan,xã,ɕiɪ̃,ham,ɦiɤ̃,xan,ɕian,xã,xan,ɦa,ɕian,xɑŋ,ɕiɛ̃,ɦe,xɛ̃n,kiam
141,tan,tan,tan,tʰan,tsiã,kua,tʰam,dan,tã,tæ̃,tʰam,dɤ̃,tan,tan,tʰiã,tan,da,tan,tɑŋ,tɐ̃,de,xɛ̃n,tsiã
142,pʰɑŋ,pʰaŋ,maŋ,pʰɔŋ,pui,zəu,fei,tsɔn,pʰɔ̃,pʰɑ̃,pʰi,pʰɑŋ,pʰaŋ,pʰaŋ,pʰaŋ,pʰɑŋ,tɕyɔ,pʰɑŋ,ʐəu,pʰɐ̃,tsɑ̃,pʰɑ̃,pui
143,ʂou,səu,səu,sɛu,san,səu,sɐu,səɯ,sɯ,sɯ,seu,sei,səu,ʂou,sou,sɤu,za,sou,səu,səu,sɤ,ʂou,saŋ
144,ləŋ,nən,len,lɑŋ,liŋ,tuəŋ,tuŋ,nən,lə̃,lən,hon,len,nən,ləŋ,ləŋ,lɤŋ,liɛ,ləŋ,liɑ,lə̃,lã,tũn,ŋaŋ
145,ʐɤ,ze,zɛ,lɛʔ,luaʔ,zaʔ,jit,ie,ʐɛ,ʐɐʔ,ŋiat,zɥəʔ,nɤ,ʐɤ,ʐɤ,ʐɤ,ɲi,iɤ,ʐʌʔ,ʐə,nøɲiɪ,ʐə,zuaʔ
146,ɕiɑŋ,ɕiaŋ,ɕiaŋ,ɕiɔŋ,pʰaŋ,ɕiɒ̃,hœŋ,sian,ɕiɔ̃,ɕiɑ̃,hioŋ,ɕiɑŋ,ɕiaŋ,ɕiaŋ,ɕiaŋ,ɕiɑŋ,ɕi,ɕiɑŋ,ɕiɑŋ,ɕiɐ̃,ɕiã,ɕiɑ̃,pʰaŋ
147,tʂʰou,tsʰəu,tsʰəu,tsʰɨu,tsʰau,tsʰəu,tsʰɐu,tʂʰəɯ,tʂʰɯ,tʂʰɯ,tsʰu,tsʰei,tsʰəu,tʂʰou,tʂʰou,tʂʰɤu,tɕʰɤu,tsʰou,tʂʰəu,tʂʰəu,tsʰɤ,tʂʰou,tsʰau
148,tsʰu,tsʰu,tsʰu,tsʰu,tsʰɔ,tsʰu,tsʰou,tsʰəɯ,tɕʰy,tsʰu,tsʰɹ̩,tsʰu,tsʰəu,tsʰu,tsʰu,tsʰu,tɕʰøy,tsʰu,tsʰəu,tsʰu,tsʰu,tsʰu,
149,ɕi,ɕi,ɕi,ɕi,iu,ɕi,sɐi,si,ɕj,sɹ̩,iu,ɕi,ɕi,ɕi,ɕi,ɕi,sei,ɕi,sei,ɕi,ɕi,ɕi,
150,tʂʰɑŋ,tsʰaŋ,tsʰaŋ,tsʰɔŋ,tŋ̩,tsʰɒ̃,tsʰœŋ,dʐɔn,tʂʰɔ̃,tʂʰɑ̃,tsʰoŋ,dzɑŋ,tsʰaŋ,tʂʰaŋ,tʂʰaŋ,tʂʰɑŋ,dʑi,tsʰɑŋ,tʂʰɑŋ,tʂʰɐ̃,zɑ̃,tʂʰɑ̃,tɯŋ
151,tuan,tuan,tuan,tɵn,te,tuæ̃,tyn,tɔn,tuã,tʊ̃,ton,tuõ,tan,tuan,tuã,tuan,tø,tuan,tʰuɑŋ,tuɐ̃,tø,tuɛ̃n,to
152,tsɑŋ,tsaŋ,latʰa,ŋɑtsɑ,hiɔŋ,zəʔtsɒ̃,wutsou,nɒtʰɒ,tsɔ̃,tsɑ̃,me,foŋ,tsaŋ,maitʰai,tsaŋ,tsɑŋ,ɜtsɜ,tsɑŋ,ʐʌʔtsɑŋ,tsɐ̃,oʔtsʰoʔ,tsɑ̃,tsʰiĩ
153,kantɕiŋ,kantɕin,kantɕin,kɵntɕʰin,tsʰiŋkʰi,kæ̃tɕiəŋ,kɔntsɛŋ,soni,kãtɕiə̃,tɕʰinliɑ̃,tsʰiaŋ,kɤ̃dʑin,kantɕin,kantɕiŋ,kãtɕiŋ,kantɕiŋ,liɛdzei,kantɕiŋ,kɑŋtɕiŋ,kɐ̃tɕĩ,tɕʰiŋsɑ̃,kɛ̃ntɕĩn,tsʰeŋkʰi
154,pʰiani,ɕiaŋin,pʰiani,pʰiɛni,pieni,tɕie,pʰɛŋ,biẽɲi,pʰiãi,tɕʰiɔ,pʰienŋin,biɤ̃ɲi,pʰiɛni,pʰiani,pʰiãi,pʰiani,biji,pʰiani,pʰiɤi,ɕiɐ̃ĩ,dʑiã,pʰiɛ̃ni,pʰĩ
155,kɑŋ,tsʰai,tɕiaŋtsʰai,kɔŋ,tua,tɕiɒ̃,ŋam,dzai,tɕiɔ̃,tsʰɤ,koŋkoŋ,kɑŋkɑŋ,kaŋ,kaŋ,kaŋ,kɑŋ,saŋ,kɑŋ,sɑ,tsʰætɕiɐ̃,kɑ̃kɑ̃,tɕiɑ̃ɯ,tãtsiã
156,kɑŋ,tsʰən,tɕiaŋtɕiaŋlɛ,kɔŋkɔŋ,tutu,tɕiɒ̃tɕiɒ̃,ŋam,tʂən,tɕiɔ̃,tʂən,koŋ,kɑŋkɑŋ,kʰakʰa,tʂəŋ,kaŋ,kɑŋxɔr,tseŋhɜ,tsəŋ,tɕiɑŋ,tɕiɐ̃tɕiɐ̃,kɑ̃hɔ,tɕiɑ̃,ŋamŋam
157,tʂəŋxaur,tɕʰiatɕʰia,tsentueitʰəu,tsɨnhɑu,tutuho,tsəŋxauxau,ŋamŋamhou,tʂənhaɯ,tɕiɔ̃kʰama,tɕiɑ̃xʊ,tsaŋhau,kɑŋhɔ,kaŋxau,tʂəŋxaur,kaŋxaur,kɑŋxɔr,tseŋhɜ,tsəŋxɑur,tʂɻ̩xɔxɔ,kɐ̃xɔ,kɑ̃tsəŋhɔ,tʂə̃nxɔɯ,ŋamŋam
158,xɤ,xo,xo,kiɛn,kaʔ,xuɤ,tʰuŋ,ɦo,kə̃,kən,tʰuŋ,tɑʔ,xuo,xɤ,kẽ,xɤ,kʰuɔ,kən,xu,æ,taʔ,liɛ̃n,kaʔ
159,tʂɻ̩,tsɹ̩,tsɹ̩,tsɨʔ,tsi,kuɒ̃,tsi,tsɹ̩,tɕiɯ,tʂəʔ,tsak,tsəʔ,tsɹ̩,tʂɻ̩,kuaŋ,tsɹ̩,tsɹ̩,tsɹ̩,tsʰɑŋ,tʂɻ̩,tsəʔ,kuɑ̃,tsʰeŋ
160,tsʰuŋ,tsʰoŋ,tɕʰi,tsʰuŋ,tui,tsʰuəŋ,tsʰuŋ,dzən,tsʰuə̃,tsʰəŋ,tsʰiuŋ,dzoŋ,tsʰoŋ,tsʰuŋ,iou,tsʰuŋ,juɔ,tsʰuŋ,tsʰuŋ,tsʰoŋ,zoŋ,kə̃n,taŋ
161,tʰi,paŋ,tʰi,pɔŋ,tʰe,tʰi,pɔŋ,ke,tɛ,pɑ̃,tʰi,pɑʔ,tʰi,tʰi,tʰi,tʰi,de,tʰi,tʰi,æ,de,kɯ,kaʔ
162,na,na,la,lɑʔ,tʰeʔ,na,lɔ,nɒ,tɛ,la,na,do,na,na,na,na,jyɔ,nɑ,xei,nɐ,ne,la,kʰioʔ
163,kui,nipian,pai,tʰɛʔsɹ̩,kɔi,tsuæ̃i,tɐktɐŋ,tɕinuəi,tikv̩iɛ,kuzɹ̩,kui,dəʔɦui,kui,tɕiŋiər,kuiər,kui,kuji,tsʰəŋɕin,tsuɑŋikuʐʌʔ,pɐi,ɦiɤi,kui,tsuaŋ
164,i,i,i,iʔ,tsit,iəʔ,jɐt,i,j,iəʔ,it,ʔiəʔ,i,i,i,i,jai,i,iʌʔ,i,iɪʔ,i,tsek
165,ər,ər,ə˞,ɵ,lŋ̩,ər,ji,e,ɛ,a,ŋi,əl,ɯ,ə˞,ər,ə˞,ŋ̩,ər,ər,ə,ɲi,ɯ,nõ
166,san,san,san,san,sã,sæ̃,sam,san,sã,sæ̃,sam,sɤ̃,san,san,sã,san,sa,san,sɑŋ,sɐ̃,se,sɛ̃n,sã
167,sɹ̩,sɹ̩,sɹ̩,sɹ̩,si,sɹ̩,sei,sɹ̩,sɹ̩,sɹ̩,si,sɹ̩,sɹ̩,sɹ̩,sɹ̩,sɹ̩,sɹ̩,sɹ̩,sɹ̩,sɹ̩,sɹ̩,sɹ̩,si
168,u,u,u,ŋ̩,gɔ,vu,ŋ,u,v̩,u,n̩,ʔu,u,u,u,vu,ŋ̩,u,u,u,ŋ̩,vu,ŋõu
169,liou,nu,lu,liuʔ,lak,liəu,luk,nəɯ,liɯ,ləʔ,liuk,loʔ,nəu,liou,liou,liɤu,lɤu,liou,liəu,lu,loʔ,liou,lak
170,tɕʰi,tɕʰi,tɕʰi,tɕʰiʔ,tsʰit,tɕʰiəʔ,tsʰɐt,tsʰi,tɕʰj,tɕʰiəʔ,tsʰit,tɕʰiəʔ,tɕʰi,tɕʰi,tɕʰi,tɕʰi,tsʰai,tɕʰi,tɕʰiʌʔ,tɕʰi,tɕʰiɪʔ,tɕʰi,tsʰik
171,pa,pa,pa,paʔ,peʔ,paʔ,pat,pɒ,pa,pɐʔ,pat,pɑʔ,pa,pa,pa,pa,po,pɑ,pʌʔ,pɐ,paʔ,pa,poiʔ
172,tɕiou,tɕiəu,tɕiəu,tɕiu,kau,tɕiəu,kɐu,tɕiəɯ,tɕiɯ,tɕiɯ,kiu,tɕiø,tɕiəu,tɕiou,tɕiou,tɕiɤu,tɕau,tɕiou,tɕiəu,tɕiəu,tɕiɤ,tɕiou,kau
173,ʂɻ̩,sɹ̩,sɹ̩,sɨʔ,tsap,səʔ,sɐp,ʂɻ̩,ʂɻ̩,ʂəʔ,səp,zəʔ,sɹ̩,ʂɻ̩,ʂɻ̩,ʂɻ̩,zai,ʂɻ̩,ʂʌʔ,ʂɻ̩,zəʔ,ʂɻ̩,tsap
174,ʂɻ̩i,sɹ̩i,sɹ̩i,sɨʔiʔ,tsapit,səʔiəʔ,sɐpjɐt,ʂɻ̩i,ʂɻ̩j,ʂəʔiəʔ,səpit,zəʔʔiəʔ,sɹ̩i,ʂɻ̩i,ʂɻ̩i,ʂɻ̩i,zaijai,ʂɻ̩i,ʂʌʔiʌʔ,ʂɻ̩i,zəʔiɪʔ,ʂɻ̩i,tsapik
175,ʂɻ̩ər,sɹ̩ər,sɹ̩ə˞,sɨʔɵ,tsapli,səʔər,sɐpji,ʂɻ̩e,ʂɻ̩ɛ,ʂəʔa,səpŋi,zəʔəl,sɹ̩ɯ,ʂɻ̩ə˞,ʂɻ̩ər,ʂɻ̩ə˞,zaiŋ̩,ʂɻ̩ər,ʂʌʔər,ʂɻ̩ə,zəʔɲi,ʂɻ̩ɯ,tsapzi
176,ərʂɻ̩,ərsɹ̩,ə˞sɹ̩,ɵsɨʔ,litsap,ərsəʔ,jisɐp,eʂɻ̩,ɛʂɻ̩,aʂəʔ,ŋisəp,əlzəʔ,ɯsɹ̩,ə˞ʂɻ̩,ərʂɻ̩,ə˞ʂɻ̩,ɲi,ərʂɻ̩,ərʂʌʔ,əʂɻ̩,ɲie,ɯʂɻ̩,zitsap
177,ərʂɻ̩i,əri,ə˞sɹ̩i,ɵsɨʔiʔ,litsapit,ərsəʔiəʔ,jisɐpjɐt,eʂɻ̩i,ɛʂɻ̩i,aʂəʔiəʔ,ŋisəpit,ɲiɤ̃ʔiəʔ,ɯsɹ̩i,ə˞ʂɻ̩i,ərʂɻ̩i,ə˞ʂɻ̩i,ɲijai,ərʂɻ̩i,ərʂʌʔiʌʔ,əʂɻ̩i,ɲieiɪʔ,ɯʂɻ̩i,zitsapik
178,,ipeər,ipɛə˞sɹ̩i,iʔpɑʔɵsɨʔ,tsʰitpaʔlitsapit,iəʔpaiərsəʔiəʔ,,,,iəʔpɐʔaʂəʔiəʔ,itpakŋisəpit,ʔiəʔpɑʔniɤ̃ʔiəʔ,ipɤɯsɹ̩i,ipaiə˞ʂɻ̩i,ipeiərʂɻ̩i,ipeiə˞ʂɻ̩i,jipaɲijai,ipaiərʂɻ̩i,iʌʔpiʌʔərʂʌʔiʌʔ,ipəəʂɻ̩i,iɪʔpaʔɲieiɪʔ,ipəɯʂɻ̩i,
179,tii,tii,tii,tʰiiʔ,teit,tiiəʔ,tɐijɐt,dii,tsɻ̩j,tsɹ̩iəʔ,tʰiit,diʔiəʔ,tii,tii,tii,tii,deijai,tii,tiiʌʔ,tii,diiɪʔ,tʰouikə,tõiik
180,tiər,tiər,tiə˞,tʰiɵ,teli,tiər,tɐiji,die,tsɻ̩ɛ,tsɹ̩a,tʰiŋi,diəl,tiɯ,tiə˞,tiər,tiiə˞,deiŋ̩,tiər,tiər,tiə,diɲi,tiɯ,tõizi
181,ərli,niaŋni,liaŋli,liɔŋli,lŋ̩li,ərli,lœŋmɐi,nianni,liɔ̃l̩,azɹ̩,lioŋli,liɑŋli,niaŋni,ə˞li,ərli,liɑŋli,liɛlei,ərli,ərli,liɐ̃li,liãli,liɑ̃li,nõli
182,ərliɑŋ,ərniaŋ,ə˞liaŋ,ɵliɔŋ,lŋ̩liũ,liɒ̃li,jilœŋ,enian,ɛliɔ̃,aliɑ̃,ŋilioŋ,əlliɑŋ,ɯniaŋ,ə˞liaŋ,ərliaŋ,ə˞liɑŋ,liɛli,ərliɑŋ,ərliɑ,əliɐ̃,ɲiliã,ɯliɑ̃,nõniõ
