dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
HF,Hefei,44,我是前年到的北京。,我是前年到北京的,,ʊ ʂʅ tɕˈiɪ̃ liɪ̃ tɔ pɐʔ tɕin tiəʔ,ʊ24 ʂʅ53 tɕˈiɪ̃55 liɪ̃55 tɔ53 pɐʔ5 tɕin21 tiəʔ,ʊ24ʂɻ̩53tɕʰiɪ̃55liɪ̃55tɔ53pɐʔ5tɕin21tiəʔ,ʊʂɻ̩tɕʰiɪ̃liɪ̃tɔpɐʔtɕintiəʔ
HF,Hefei,45,今天开会谁的主席?,皆个开会，哈个做主席,,tɕiE kə kˈE xue xa kə tsʊ tʂu ɕiəʔ,tɕiE21 kə kˈE2124 xue21 xa24 kə tsʊ53 tʂu24 ɕiəʔ5,tɕiɤ21kəkʰɤ2124xue21xa24kətsʊ53tʂu24ɕiəʔ5,tɕiɤkəkʰɤxuexakətsʊtʂuɕiəʔ
HF,Hefei,46,你得请我的客。,你要请我客,,li iɔ tɕˈin ʊ kˈɐʔ,li24 iɔ53 tɕˈin24 ʊ24 kˈɐʔ5,li24iɔ53tɕʰin24ʊ24kʰɐʔ5,liiɔtɕʰinʊkʰɐʔ
HF,Hefei,47,一边走，一边讲。,一边走，一边讲,,iəʔ piɪ̃ tsɯ iəʔ piɪ̃ tɕiɑ̃,iəʔ5 piɪ̃21 tsɯ24 iəʔ5 piɪ̃21 tɕiɑ̃,iəʔ5piɪ̃21tsɯ24iəʔ5piɪ̃21tɕiɑ̃,iəʔpiɪ̃tsɯiəʔpiɪ̃tɕiɑ̃
HF,Hefei,48,越走越远，越说越多。,越走越远，越讲越多,,yɐʔ tsɯ yɐʔ yɪ̃ yɐʔ tɕiɑ̃ yɐʔ tʊ,yɐʔ52 tsɯ24 yɐʔ52 yɪ̃24 yɐʔ52 tɕiɑ̃ yɐʔ tʊ21,yɐʔ52tsɯ24yɐʔ52yɪ̃24yɐʔ52tɕiɑ̃yɐʔtʊ21,yɐʔtsɯyɐʔyɪ̃yɐʔtɕiɑ̃yɐʔtʊ
HF,Hefei,49,把那个东西拿给我。,把那个东西子递给我,,pa la kə təŋ sɿ tsə tsɿ ke ʊ,pa24 la53 kə təŋ21 sɿ tsə tsɿ53 ke24 ʊ24,pa24la53kətəŋ21sɹ̩tsətsɹ̩53ke24ʊ24,palakətəŋsɹ̩tsətsɹ̩keʊ
HF,Hefei,50,有些地方把太阳叫日头。,有些地方把太阳叫日头,,iɯ sɿ tsɿ fɑ̃ pa tˈE iɑ̃ tɕiɔ ʐəʔ tˈɯ,iɯ24 sɿ tsɿ53 fɑ̃21 pa24 tˈE53 iɑ̃ tɕiɔ53 ʐəʔ tˈɯ,iɯ24sɹ̩tsɹ̩53fɑ̃21pa24tʰɤ53iɑ̃tɕiɔ53ʐəʔtʰɯ,iɯsɹ̩tsɹ̩fɑ̃patʰɤiɑ̃tɕiɔʐəʔtʰɯ
HF,Hefei,51,您贵姓?我姓王。,你贵姓，我姓王,,li kue ɕin ʊ ɕin uɑ̃,li24 kue53 ɕin53 ʊ24 ɕin53 uɑ̃55,li24kue53ɕin53ʊ24ɕin53uɑ̃55,likueɕinʊɕinuɑ̃
HF,Hefei,52,你姓王我也姓王，咱们两个人都姓王。,你姓王我也姓王，我两个都姓王,,li ɕin uɑ̃ ʊ iE ɕin uɑ̃ ʊ liɑ̃ kə tɯ ɕin uɑ̃,li24 ɕin53 uɑ̃55 ʊ24 iE24 ɕin53 uɑ̃55 ʊ24 liɑ̃24 kə tɯ2124 ɕin53 uɑ̃55,li24ɕin53uɑ̃55ʊ24iɤ24ɕin53uɑ̃55ʊ24liɑ̃24kətɯ2124ɕin53uɑ̃55,liɕinuɑ̃ʊiɤɕinuɑ̃ʊliɑ̃kətɯɕinuɑ̃
HF,Hefei,53,你先去吧，我们等一会儿再去。,你先去吧，我们等一霎子再去,,li tɕˈiɪ̃ tsˈɥ pa ʊ mən tən iəʔ ʂɐʔ tsə tsE tsˈɥ,li24 tɕˈiɪ̃2124 tsˈɥ53 pa ʊ24 mən tən24 iəʔ52 ʂɐʔ5 tsə tsE53 tsˈɥ53,li24tɕʰiɪ̃2124tsʰɥ53paʊ24məntən24iəʔ52ʂɐʔ5tsətsɤ53tsʰɥ53,litɕʰiɪ̃tsʰɥpaʊməntəniəʔʂɐʔtsətsɤtsʰɥ
HF,Hefei,54,你抽烟不抽?,你可吃烟,,li kˈə tɕˈiəʔ iɪ̃,li24 kˈə tɕˈiəʔ5 iɪ̃21,li24kʰətɕʰiəʔ5iɪ̃21,likʰətɕʰiəʔiɪ̃
HF,Hefei,55,你认得那个人不认得?,你可认得那个人,,li kˈə ʐən tɐʔ la kə ʐən,li24 kˈə ʐən53 tɐʔ5 la53 kə ʐən55,li24kʰəʐən53tɐʔ5la53kəʐən55,likʰəʐəntɐʔlakəʐən
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
