dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
HF,Hefei,170,七,七,,tɕˈiəʔ,tɕˈiəʔ5,tɕʰiəʔ5,tɕʰiəʔ
HF,Hefei,171,八,八,,pɐʔ,pɐʔ5,pɐʔ5,pɐʔ
HF,Hefei,172,九,九,,tɕiɯ,tɕiɯ24,tɕiɯ24,tɕiɯ
HF,Hefei,173,十,十,,ʂəʔ,ʂəʔ5,ʂəʔ5,ʂəʔ
HF,Hefei,174,十一,十一,,ʂəʔ iəʔ,ʂəʔ52 iəʔ5,ʂəʔ52iəʔ5,ʂəʔiəʔ
HF,Hefei,175,十二,十二,,ʂəʔ a,ʂəʔ5 a53,ʂəʔ5a53,ʂəʔa
HF,Hefei,176,二十,二十,,a ʂəʔ,a53 ʂəʔ5,a53ʂəʔ5,aʂəʔ
HF,Hefei,177,二十一,二十一,,a ʂəʔ iəʔ,a53 ʂəʔ52 iəʔ5,a53ʂəʔ52iəʔ5,aʂəʔiəʔ
HF,Hefei,178,一百二十一,一百二十一,,iəʔ pɐʔ a ʂəʔ iəʔ,iəʔ52 pɐʔ5 a53 ʂəʔ52 iəʔ5,iəʔ52pɐʔ5a53ʂəʔ52iəʔ5,iəʔpɐʔaʂəʔiəʔ
HF,Hefei,179,第一,第一,,tsɿ iəʔ,tsɿ53 iəʔ5,tsɹ̩53iəʔ5,tsɹ̩iəʔ
HF,Hefei,180,第二,第二,,tsɿ a,tsɿ53 a53,tsɹ̩53a53,tsɹ̩a
HF,Hefei,181,两里,二里,,a zɿ,a53 zɿ24,a53zɹ̩24,azɹ̩
HF,Hefei,182,二两,二两,,a liɑ̃,a53 liɑ̃24,a53liɑ̃24,aliɑ̃
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
HF,Hefei,,,,,,,,
