dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
XT,Xiangtan,17,去年,去年子 ,,tɕˈy ȵiẽ tsɿ, tɕˈy55 ȵiẽ12 tsɿ33,tɕˈy ɲiẽ tsɹ̩, tɕˈy55 ɲiẽ12 tsɹ̩33
XT,Xiangtan,18,明天,明日子 ,,mai i tsɿ,mai12 i24 tsɿ33,mai i tsɹ̩,mai12 i24 tsɹ̩33
XT,Xiangtan,19,昨天,昨日子 ,,dzo i tsɿ,dzo12 i24 tsɿ33,dzo i tsɹ̩,dzo12 i24 tsɹ̩33
XT,Xiangtan,20,今天,今日子 ,,tɕin i tsɿ,tɕin33 i24 tsɿ33,tɕin i tsɹ̩,tɕin33 i24 tsɹ̩33
XT,Xiangtan,21,星期天,星期日 ,,sin dʑi i,sin33 dʑi12 i24,sin dʑi i,sin33 dʑi12 i24
XT,Xiangtan,22,麦子,麦子,,mai tsɿ,mai24 tsɿ33,mai tsɹ̩,mai24 tsɹ̩33
XT,Xiangtan,23,大米,大米 ,,dai mi,dai21 mi42,dai mi,dai21 mi42
XT,Xiangtan,24,蚕豆,豌豆 ,,uan dəɯ,uan33 dəɯ21,uan dəɯ,uan33 dəɯ21
XT,Xiangtan,25,向日葵,转日莲 ,,tɕyẽ i niẽ,tɕyẽ42 i24 niẽ12,tɕyẽ i niẽ,tɕyẽ42 i24 niẽ12
XT,Xiangtan,26,菠菜,菠菜 ,,po tsˈai,po33 tsˈai55,po tsˈai,po33 tsˈai55
XT,Xiangtan,27,卷心菜,包菜 ,,paɯ tsˈai,paɯ33 tsˈai55,paɯ tsˈai,paɯ33 tsˈai55
XT,Xiangtan,28,西红柿,西红柿 ,,si ɦən sɿ,si33 ɦən12 sɿ21,si ɦən sɹ̩,si33 ɦən12 sɹ̩21
XT,Xiangtan,29,茄子,茄子 ,,dʑyɒ tsɿ,dʑyɒ12 tsɿ33,dʑyɒ tsɹ̩,dʑyɒ12 tsɹ̩33
XT,Xiangtan,30,白薯,脚板薯 ,,tɕio pan ɕy,tɕio24 pan42 ɕy12,tɕio pan ɕy,tɕio24 pan42 ɕy12
XT,Xiangtan,31,马铃薯,洋芋头 ,,ian y dəɯ,ian12 y21 dəɯ12,ian y dəɯ,ian12 y21 dəɯ12
XT,Xiangtan,32,南瓜,南瓜 ,,nan kuɒ,nan12 kuɒ33,nan kuɒ,nan12 kuɒ33
XT,Xiangtan,33,猪,猪 ,,tɕy,tɕy33,tɕy,tɕy33
