dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone
PY,Pingyao,101,泻肚,跑茅子,,,pˈɔ53 mɔ13 tsʌʔ13
PY,Pingyao,102,瘸子,拐子,,,kuæ53 tsʌʔ13
PY,Pingyao,103,驼背,背锅锅,,,pæ35 kuei13-53 kuei13-31
PY,Pingyao,104,死了,没了,,,mɑ35 liɑ53
PY,Pingyao,105,看病,料病,,,liɔ35-31 pi35
PY,Pingyao,106,我,我,,,ŋiE53
PY,Pingyao,107,你,你,,,n̩53
PY,Pingyao,108,他,兀家 ,,,uʌʔ13 tɕiɑ13
PY,Pingyao,109,我们,哑,,,ŋɑ53
PY,Pingyao,110,你们,年,,,ȵiE13
PY,Pingyao,111,他们,兀家□,,,uʌʔ13 tɕiɑ13-31 miɑ35
PY,Pingyao,112,咱们,咱们,,,tsʌʔ13-31 məŋ13-35
PY,Pingyao,113,自己,自家,,,tsɿ35 tɕiɑ13-53
PY,Pingyao,114,谁,谁,,,suei13
PY,Pingyao,115,什么,甚,,,ʂəŋ35
PY,Pingyao,116,这里, 啐儿 ,,,tsæ53 ʐʌʔ13
PY,Pingyao,117,那里,外儿,,,uæ35 ʐʌʔ13-53
PY,Pingyao,118,哪里,哪儿,,,lɑ13 ʐʌʔ13
PY,Pingyao,119,这个,这块,,,tsʌʔ53 xuæ35
PY,Pingyao,120,那个,兀块,,,uʌʔ13-31 xuæ53
PY,Pingyao,121,哪一个,哪一块,,,lɑ13 iʌʔ13-31 xuæ53
PY,Pingyao,122,怎么样,咋底块,,,tsɑ53 ti53-35 xuæ53
PY,Pingyao,123,一位客人,,,,
PY,Pingyao,124,一双鞋,,,,
PY,Pingyao,125,一床被,,,,
PY,Pingyao,126,一辆车,,,,
PY,Pingyao,127,一条牛,,,,
PY,Pingyao,128,一口猪,,,,
PY,Pingyao,129,听一会儿,,,,
PY,Pingyao,130,打一下,,,,
PY,Pingyao,131,上头,上头,,,suə35 təu13-53
PY,Pingyao,132,下头,下头 ,,,xɑ35 təu13-53
PY,Pingyao,133,左边,借面面,,,tɕiE35 miE35-53 miE35-31
PY,Pingyao,134,右边,正面面,,,tʂʅ35 miE35-53 miE35-31
PY,Pingyao,135,当中,当当中,,,tuə13-31 tuə13-31 tsuŋ13-53
PY,Pingyao,136,里面,里面面,,,li53 miE35-31 miE35-53
PY,Pingyao,137,外面,外面面,,,uæ35 miE35-53 miE35-31
PY,Pingyao,138,甜,甜,,,tiE13
PY,Pingyao,139,酸,酸,,,suɑŋ13
PY,Pingyao,140,咸,咸,,,xɑŋ13
PY,Pingyao,141,淡,淡,,,tɑŋ35
