beijing,chengdu,guiyang,hangzhou,harbin,hefei,kunming,lanzhou,meixian,nanchang,pingyao,shanghai,shantou,taibei,taiyuan,tianjin,wenzhou,wuhan,wulumuqi,xian,xianggang,xiangtan,xining
kei uo pər ʂu,ke ŋo i pən su,ŋo tsen lɛ mei tɛ a pen su ma,ŋo tsen tɑŋ məʔ ʔiø nɑ pen sɥ lɑʔ,uo tʂən mei nei pər ʂu ua,ke ʊ iəʔ pən ʂu,o tʂə̃ kə məu tə nə pə̃ ʂu,kɯ və kɯ i pə̃n fu,pun it pun su pun ŋai,ŋo tsɨn ko mɑu iu he pɨn ɕye,ŋiE tʂəŋ tiʌʔ mʌʔ lɑ uʌʔ pəŋ sɥ,pəʔ ŋo iɪʔ pəŋ sɿ,kˈioʔ puŋ tsɯ kˈɯʔ ua,gua kˈak sit bo hit pun tsu,ɣɤ tsəŋ təʔ məʔ la vai su,kei uo i pər ʂu,he paŋ sɿ ŋ̩ tsaŋ tsaŋ nau,ŋuo tsən ti mau tɤ na pən ɕy me,vɤ tʂuɤ ʂʅ mɤ fu,kei ŋɤ i pər fu,ŋɔ tsɐn hɐi mou kɔ pun sy a,pɒ pən ɕy pɒ ŋo,nɔ ʂʅ xua mɔ iɯ nɛ j pə̃ ɛ fv̩ ɔ̃ kˈɔ
uo tʂən tə mei nei pər ʂu ia,ŋo ŋən sɿ mo te na pən su,li ken la tɕiaŋ,ni kɔ su tˈɑ,ni kau su tˈa,ʊ tʂən tiəʔ mɐʔ iɯ la pən ʂu,ni kɔ soŋ tˈə,və ʂʅ xua m̩ iou fu,ŋai mo e pun su ŋai tsən tsən mo e,n̩ kɑu suŋ tɕie,n̩ kɔ tɕy uʌʔ tɕiɑ,ŋo tsəŋ ɦə ɦm̩ məʔ sɿ,ua tsiŋ sik bo hɯ puŋ tsɯ li,li ka i kɔŋ,ni kau kei tˈa,uo tsən ti mei iou nei pər ʂu nə,ȵi kˈuɔ gi kuɔ a,ni kau ɕin tˈa,ȵi kɤŋ tˈa fɤ,ŋɤ tʂẽ kɤ mo uei i pər fu,nei wa pei kˈøy tsi,ŋo tʂən ti maɯ tæ nɒ pən ɕy nie,ȵi kɨ tɕia fɔ kɨ j kua
ni kɑu suŋ tˈa,ȵi kən tˈa so,xao xao lɛ tsəu pu iao pˈao,hɔ hɔ tɕiɔ kɑ tsei pəʔ ɦiɔ bɔ,xau xaur tsou piɛ pˈau,li kən tˈa tɕiɑ̃,xɔ xɔ nə tsəu mɔ pˈɔ,ȵi kɯ la fə i xa,n̩ vˈa ki ti,hɑu sɑŋ tsɿ tsɛu mɔʔ pˈɑu,xɔ xɔ ti tsəu pʌʔ yŋ pˈɔ,noŋ tˈəʔ ɦi kɑ̃,lɯ kaʔ i tã,ho ho a kiã m̩ tˈaŋ tsau,xau xau tsəu pəʔ kæ̃ pˈau,ni kɑu suŋ tˈɑ,tsau tsau hɜ le fai zei,xau xau ti tsəu mo pˈau,xɔ xɔr tsɤu pɤ pˈɔ,ni kei tˈa ʂɤ,hou sɛŋ haŋ m hou tsɐu,ȵi kaɯ sɿ tˈɒ,xɔ xɔ ɛ tsɯ pɔ pˈɔ
xɑu xɑur tə tspi piɛ pˈɑu,xau sən tsəu pu iau pˈau,pu tsu i ta ɕia tɕˈi təu pˈa pu tɕˈi lai əu,tɑŋ ɕin tiəʔ loʔ tɕˈi bɑ pəʔ zɑŋ lE,tɕia ɕiau ɕin tiau ɕia tɕˈy pˈa pu ʂaŋ lai,xɔ xɔ tsɯ pəʔ iɔ pˈɔ,ɕiɔ ɕĩ kuÃ ɕiA kˈə pˈA pu ʂÃ læ,tɕia xɔ xɔ ti tsou pu lɔ pˈɔ lɔ ʂa,man man ne tseu m̩ hau lon tsˈiak,tsɛu fu taʔ hɑ tɕˈie pˈɑ pɨʔ sɔŋ lai,ɕiɔ ɕiŋ tiʌʔ xɑ tiʌʔ pɑ pʌʔ suə læ,ɦɔ ɦɔ tɕiɔ tsɤ vəʔ iɔ pəŋ,kiã ho mãi tsau,se li puaʔ loʔ kˈi tioʔ pe bue kˈi lai,tsˈau ɕiəŋ tiəʔ xa kəʔ pˈa pəʔ sɒ̃ lai,xɑur xɑur tsou pie pˈɑu,lɤu saŋ lai lo bo fu ji,ɕiau ɕin ta ɕia kˈɯ pˈa pu saŋ nai,ɕiɔ ɕiŋ pɤ tiɤ xa tɕˈi pˈa pu ʂɑŋ lai liɤ,xau xaur tsou pau pˈau,ku tsy tit lɔk høy pˈa m fan sœŋ lɐi,haɯ tiẽ tsəɯ mo bən,ɕiɔ ɕiə̃ tʂɔ ti ɔ̃ xa tɕˈj pˈa pv̩ ʂɔ̃ lɛ
ɕiɑu ɕin ʂuai ɕia tɕˈi pˈa pu ʂɑŋ lai,ɕiau ɕin pan tau no pˈa pu tɕˈi nai,i sen xan li to suei xa,ʔi sen tɕiɔ ni to kˈun kˈun,tai fu tɕiau ni tuo ʂuei i xuər,ɕiɔ ɕin tiɔ ɕia tsˈɥ pˈa pəʔ ʂɑ̃ lE,i sə̃ tɕiɔ ni to ʂuei ʂuei,ɕiɔ ɕĩn tiə xa tɕˈi ʂɑ̃ pu lɛ,lau sən no tiet ha hi pˈa m̩ soŋ loi vo,i sɛn tɕiɛu n̩ to kˈun nɑ tsɿ,i səŋ tɕiɔ n̩ tei suei suei,tɑ̃ ɕiŋ gue ɦo tɕˈi bo ɦa bo vəʔ zɑ̃ le,tsai kuaŋ mãi puaʔ kˈɯ liau peʔ m tik kˈi a,i siŋ kio li ke kˈun tsit le,tai fu tɕiau ni tɤ suei kəʔ iəʔ tsəŋ tsəŋ,ɕiɑu ɕin suɑi ɕiɑ tɕˈy pˈɑ pu ʂɑŋ lai,ji siɛ tɕiɛ ȵi tɤu kˈy le,i sən tɕiau ni tuo suei xa tsɿ,tai fu ʐɑŋ ȵi tuɤ tˈɑŋ i xuər,ɕiau ɕiẽ tiɛ xa tɕˈi tsou ʂaŋ pu lai liɛ,ji sɐŋ kiu nei fɐn tɔ ti,niəɯ ʂən pan ɦɒ tɕˈie bɒ pu tɕˈi nai,tɛ fv̩ fɔ tʂɛ tɕiɔ ȵi tu fɨ j xuɨ ɛ fɔ
i ʂəŋ tɕiɑu ni tuo ʂuei xuər,i sən xan ȵi to suei xər,tsˈɿ ian tsˈɿ tsˈa təu iao pu tɛ,tɕˈioʔ ʔiẼ ɦuoʔ tsE tɕˈioʔ dzɑ tu pəʔ kˈo ɦi,tʂˈou ian xɤ tʂˈa tou pu ɕiŋ,zɿ sən tɕiɔ li tʊ ʂue ʂue,tʂˈʅ iɛ̃ tʂˈʅ tʂˈA tu pu tʂuə̃,i ʂə̃n tɕiɔ ȵi tuə fei i ɯ li,i sen ham n̩ to soi tit muk,tɕˈiɑʔ iɛn tɕˈiɑʔ tsˈɑ tu pɨʔ ɕin,tʂˈʌʔ iE xʌʔ tsˈɑ tu pʌʔ ɕiɑ,i sã tɕiɔ noŋ tu kuəŋ kuəŋ,ui seŋ kio lɯ ĩʔ tsoi e,tsiaʔ hun a si lim te loŋ be iŋ,tsəʔ ie xaʔ tsˈa təu pəʔ ɕy,tai fu tɕiɑu ni tuo suei tɕiɑu,fu ky tsˈɿ ji va zɿ tsˈɿ tɕɤu o jyɔ fu dʑa ke,tɕˈi iɛn xuo tsˈa təu pu ɕy,tʂˈɤu ian xɤ tsˈa tɤu pu ɕiŋ,tai fu tɕiau ni tuo fei i xa,sik jin wak tsɛ jɐm tsˈa tou m tɐk,i siẽ iaɯ ȵi to kˈuan i ɦɒ,iã i pv̩ tɕiɔ tʂˈʅ kɨ tsˈa i pv̩ tɕiɔ xu kɨ
tʂˈou ian xɤ tʂˈa tou pu ɕy,tsˈɿ ian tsˈɿ tsˈa təu pu tsuən,kuan li sɿ ian sɿ tsˈa ŋo təu pu ɕi xuan,ʔiẼ ɦɑ hɔ dzɑ ɦɑ hɔ ŋo tu pəʔ huõ ɕi ti,ian iɛ xau tʂˈa iɛ xau uo tou pu tɤ i,tɕˈiəʔ iɪ̃ kən xɐʔ tʂˈa tɯ pəʔ sɥ,iɛ̃ iɛ xɔ tʂˈA iɛ xɔ o tu pu xi xuÃ,tʂˈou iɛ̃n xə tʂˈa tou pu pfə̃n,sət ian fat tsa sət tsˈa tu m̩ tso tet,iɛn nɑ hɑu tsˈɑ iɑ hɑu ŋo tu pɨʔ ɕi fɵn,iE iE xɔ tsˈɑ iE xɔ ŋiE tei pʌʔ xɔ,tɕˈiɪʔ ɕiã i tɕˈiɪʔ zo ze vəʔ hɔ ɦə,tsiaʔ huŋ a si tsiaʔ te loŋ mõ,hun a ho te a ho gua loŋ bo ai,ie ie xau tsˈa ie xau ɣɤ təu pəʔ tai tɕie,tsˈou ian xɤ tʂɤ xɤ tsˈɑ tou pu ɕiŋ,ji ɦa hɜ dzo ɦa hɜ ŋ̩ o fu sɿ ɕy,iɛn ie xau tsˈa ie xau ŋuo təu pu ɕi xuan,ian liɤ tsˈa liɤ vɤ tɤu pu xɔ,pu pfẽ tʂˈʅ iã xuo tsˈa,jin jɐu hou tsˈa jɐu hou ŋɔ tou m tsuŋ ji,tɕˈiɒ iẽ ho ʂʅ tɕˈiɒ dzɒ təɯ pu tɕyn,iã i pa tsˈa i pa nɔ j kua mɔ xɔ tɔ tʂɔ
ian iɛ xɑu tʂˈa iɛ xɑu uo tou pu xɑu,ian xo tsˈa ŋo təu pu ɕi xuan,kuan li tɕˈi pu tɕˈi əu xuen suen ŋo təu sɿ iao tɕˈi lɛ,pəʔ kuõ ni tɕˈi pəʔ tɕˈi ŋo ɦɑ zɿ ʔiɔ tɕˈi ti,pu kuan ni tɕˈy pu tɕˈy fan tʂəŋ uo tei tɕˈy,iɪ̃ iE xɔ tʂˈa iE xɔ ʊ tɯ pəʔ sɿ xʊ̃,pu kuÃ ni kˈə pu kˈə fÃ tʂə̃̃ o tɔ ʂʅ iɔ kˈə nə,iɛ̃n iə pa tʂˈa iə pa və tou pu ɛ,ian ia hau tsˈa ia hau ŋai tu m̩ hau,pɨʔ kuɵn n̩ tɕˈie pɨʔ tɕˈie uɑŋ tsˈɨʔ ŋo sɿ iɛu tɕˈie ko,pʌʔ kuɑŋ n̩ tɕˈy pʌʔ tɕˈy xuɑŋ tʂəŋ ŋiE sɿ iɔ tɕˈy liʌʔ,i lɔ zo lɔ ŋo ze vəʔ huø ɕi,huŋ a ho te a ho ua loŋ boi ŋiaŋ,m̩ kuan li beʔ kˈi a bo ai kˈi hue tit gua si beʔ kˈi,pəʔ kuæ̃ ni tɕˈy pəʔ tɕˈy fæ̃ tsəŋ ɣɤ iau tɕˈy,ian ie xɑu tsˈɑ ie xɑu uo tou pu ɕi xuan ,fu ky ȵi tsau fu tsau ha ŋ̩ tɜ dʑa= dʑa= tsau ke,pu kuan ni kˈɯ pu kˈɯ fan tsən ŋuo sɿ i tin iau kˈɯ ti,pu kuan ȵi tɕˈi pu tɕˈi fan tʂɤŋ vɤ sɿ iɔ tɕˈi ȵi,iã tsˈa ŋɤ tou pu ŋai,m lei nei høy m høy fan tsiŋ ŋɔ hɐi jiu høy kɛ,iẽ iɒ haɯ dzo iɒ haɯ ŋo dəɯ pu ɕi hɔn,ȵi tɕˈj l̩ mã pv̩ tɕˈj xɔ nɔ fã tʂə̃ tɕˈj lia
pu kuan ni tɕˈy pu tɕˈy fan tʂəŋ uo ʂʅ iɑu tçˈy tə,pu kuan ȵi tɕˈie pu tɕˈie xuən suən ŋo sɿ iau tɕˈie ni,ŋo fei iao kˈei,ŋo fi tɕˈi pəʔ kˈo,uo fei tɕˈy pu tʂʅ,kʊ̃ li tsˈɥ pəʔ tsˈɥ ʊ kɔ tsɿ ʂʅ iɔ tsˈɥ tiəʔ,o fei kˈə pu kˈo,pu kuɛ̃n ȵi tɕˈi pu tɕˈi fɛ̃n tʂə̃n və iɔ tɕˈi li,m̩ kuon n̩ hi ia m̩ hi fan tsən ŋai tsˈiu voi hi,ŋo pɨʔ tɕˈie pɨʔ ɕin,ŋiE xuei tɕˈy pʌʔ ɕiɑ,vəʔ kuø noŋ tɕˈi vəʔ tɕˈi fe tsəŋ ŋo zɿ iɔ tɕˈi ɦə,ta li lɯ kˈɯ a m ua li tsiã to ãi kˈɯ,gua it tiŋ beʔ kˈi,ɣɤ fei tɕˈy pəʔ ɕiəŋ,pu kuan ni tɕˈy pu tɕˈy fan tsəŋ uo tei tɕˈy,ŋ̩ fu tsau fu ɕaŋ a,ŋuo fei kˈɯ pu kˈuo,vɤ fɤi tɕˈi pu ɕiŋ,pu kuã ni tɕˈi pu tɕˈi fã tʂəŋ ŋɤ iau tɕˈi ni,ŋɔ hɐi jiu høy,pu kɔn ȵi tɕˈie pu tɕˈie ɸən tʂˈʅ ŋo ʂʅ iaɯ tɕˈie ti,fɔ tʂˈə̃ kɔ sa xɔ a nɔ tɕˈj lia
uo fei tɕˈy pu kɤ,ŋo tɕiəu sɿ iau tɕˈie,li sɿ la i lian lai lɛ,ni zɿ nɑ ʔiəʔ ȵiẼ lE ti ʔɑ,ni ʂʅ nei i nian lai ti,ʊ fe iɔ tsˈɥ,ni ʂʅ nA i niɛ̃ læ nə,tsə̃n mə xa lɔ və tou iɔ tɕˈi li,ŋai tsˈiu oi hi,n̩ sɿ lɑ ȵiɛn tsɿ lai ko,n̩ sɿ lɑ ȵiE læ tiʌʔ liʌʔ,ŋo zɿ iɪʔ diŋ iɔ tɕˈi ɦəʔ,ua ŋẽ hõu ãi kˈɯ,li si to tsit lĩ lai e,ni sɿ na nie lai təʔ,uo fei tɕˈy,ȵi zɿ ȵau ji ȵi lei ka,ni na niɛn nai ti,ȵi sɿ na i ȵian lai ti,ŋɤ fi tɕˈi pu kˈɤ,nei hɐi pin jɐt nin lɐi ka,ŋo ŋən ɸəi iaɯ tɕˈie,ȵi sɿ a j ȵiã lɛ tsɿ
ni ʂʅ nei nian lai tə,ȵi sɿ na i ȵian nai ni,ŋo sɿ tɕˈian lian lai pɛ tɕin lɛ,ŋo zɿ dʑiẼ ȵiẼ tsɿ tɔ poʔ tɕin ti,uo ʂʅ tɕˈian nian tau ti pei tɕiŋ,li ʂʅ la iəʔ liɪ̃ lE tiəʔ,o ʂʅ tɕˈiɛ̃ niɛ̃ tɔ pə tɕĩ nə,tɕia ȵi ʂʅ la i ȵiɛ̃n lɛ ti ʂa,n̩ he nai ŋian loi ke,ŋo sɿ tɕˈiɛn ȵiɛn tsɿ tɑu ko pɛʔ tɕin,ŋiE sɿ tɕiE ȵiE tɔ tiʌʔ piʌʔ tɕiŋ,noŋ zɿ ɦa li iɪʔ ȵi le ɦəʔ,lɯ kai ti tsek nĩ lai kai,gua si tsiŋ lĩ kau pak kiã e,ɣɤ sɿ tɕˈie nie tau təʔ pei tɕiəŋ,ni nei nian lai ti,ŋ̩ zɿ ji ȵi tɜ pai tɕaŋ ke,ŋuo sɿ tɕˈiɛn niɛn tau pɤ tɕin ti,vɤ sɿ tɕˈian ȵian lai ti pei tɕiŋ,ni sɿ a i niã lai ti,ŋɔ hɐi tsˈin nin tou pɐk kiŋ kɛ,ȵi ʂʅ nɒ i ȵiẽ nai ti,nɔ sɿ tɕˈiã ȵiã tɔ xa pɨ tɕiə̃ tsɿ
uo ʂʅ tɕˈian nian lai tə pei tɕiŋ,ŋo sɿ tɕˈian ȵian tsɿ tau pe tɕin ni,tɕin tˈian kˈai xuei sɿ la ko taŋ tsu ɕi,ken tsɔ kˈE ɦui nɑ koʔ tso tsɥ tʑiəʔ,tɕin tˈian kˈai xuei ʂei ʂʅ tʂu ɕi,ʊ ʂʅ tɕˈiɪ̃ liɪ̃ tɔ pɐʔ tɕin tiəʔ,tɕiə ʐʅ kˈæ xuei nA kə tÃ tʂu ɕi,və ʂʅ tɕˈiɛ̃n ȵiɛ̃nkə tɔ pə tɕĩn ti,ŋai he tsˈien ŋian ne loi pet kin ke,tɕin ȵiʔ kˈai fɨi lɑ ko tɔŋ tɕy ɕiʔ,tɕiŋ ʐʌʔ kˈæ xuæ suei tiʌʔ tsɥ ɕiʌʔ,ŋo zɿ ʑi ȵi tɔ poʔ tɕiŋ ɦəʔ,ua si tsõi nĩ lai pak kiã kai,kiã lit kˈui hue siã laŋ tso tsu sik,tɕiəŋ zəʔ kˈai xuei suei təʔ tsu ɕiəʔ,uo sɿ tɕˈian nian kə tɑu ti pei tɕiŋ,ke ne kˈe vai a ȵi naŋ tuɔ tsɿ zei a,tɕin tˈiɛn kˈai xuei na kuo sɿ tɕy ɕi,tɕiŋ tˈian kˈai xuei sei ti tʂu ɕi,ŋɤ sɿ tɕˈiã niã tau ti pei tɕiŋ,kɐm mɐt hɔi wui pin kɔ tsou tsy tsik,ŋo ʂʅ dziẽ kɒ ȵiẽ taɯ pæ tɕin ti,tɕiə̃ ɛ kˈɛ xuɨ xɔ tʂv̩ ɕj fɨ tɔ̃ tʂɛ
tɕiər kˈai xuei ʂei tə tʂu ɕi,tɕˈin tˈian kˈai xuei na ko taŋ tsu ɕi,li iao tɕˈin ŋo lɛ kˈɛ əu,ni ʔiɔ tɕˈin ŋo tiəʔ kˈɑʔ,ni tei tɕˈiŋ uo kˈɤr,tɕiE kə kˈE xue xa kə tsʊ tʂu ɕiəʔ,ni iɔ tɕˈĩ o nə kˈə lə,tɕĩn kə tˈiɛ̃n kˈɛ xuei fei ʂʅ pfu ɕi ʂa,kim pu ŋit kˈoi fi man ŋin toŋ tsu sit,n̩ iɛu tɕˈiɑŋ ŋo ko kɑʔ,n̩ tiʌʔ tɕˈiŋ tɕˈiŋ ŋiE,tɕiuŋ tsɔ kˈe ɦue sa ȵiŋ tsu tsɿ ʑiɪʔ,kim zik kˈui hue ti tiaŋ tso tsu tsˈioʔ,li to ai tsˈiã gua,ni tiəʔ tɕˈiəŋ ɣɤ təʔ kˈaʔ,tɕiər kə kˈai xuei sei sɿ tsu ɕi,ȵi dʑa tsˈeŋ ŋ̩ kˈa,ni kai tɕˈin ŋuo ti kˈɤ,ȵi tei tɕˈiŋ vɤ ti kˈei,tɕiər kˈai xuei sei ti pfu ɕi,nei jiu tsˈɛŋ ŋɔ sik fan pɔ,tɕin i tsɿ kˈai ɸəi nɒ ko tsəɯ tɕy si,ȵi ti pa nɔ tɕˈiɔ kɨ j kua
ni tei tɕˈiŋ uo tə kˈɤ,tɕˈin kˈe,lian lu tsəu lian lu tɕiaŋ,ʔiəʔ miẼ tsei ʔiəʔ miẼ sɥəʔ,i piar tsou i piar ʂuo,li iɔ tɕˈin ʊ kˈɐʔ,i miɛ̃ tsəu i miɛ̃ tɕiÃ,tɕia ȵi iɔ pa və tɕˈĩn i xa li,n̩ oi tsˈiaŋ ŋai,iʔ piɛn tsɛu iʔ piɛn uɑ,iʌʔ piE tsəu iʌʔ piE suʌʔ,noŋ iɔ tɕˈiŋ ŋo tɕˈiɪʔ ve gəʔ ,lɯ tioʔ tsˈiã ua,lã kiã lã kɔŋ,iəʔ pie tsəu iəʔ pie suaʔ,ni tei tɕˈiŋ uo i tuər,pi tsau pi kuɔ,i nəu tsəu i nəu suo,tsɤu ti ȵi fɤ ti ȵi,ni tei tɕˈiŋ ŋɤ ti kˈei,jɐt pin haŋ jɐt pin kɔŋ,ȵi iaɯ tsˈin ŋo tsəɯ kˈæ pai,ɕyã tsɯ ɕyã fɔ
i piar tsou i piar liɑu,i pian tsəu i pian pai,iɛ tsəu iɛ ian iɛ su iɛ to,ɦyəʔ tsei ɦyəʔ ʔyõ ɦyəʔ sɥəʔ ɦyəʔ to,yɛ tsou yɛ yan yɛ ʂuo yɛ tuo,iəʔ piɪ̃ tsɯ iəʔ piɪ̃ tɕiɑ̃,iɛ tsəu iɛ iɛ̃ iɛ ʂo iɛ to,i miɛ̃n tsou tʂə li i miɛ̃n fə tʂə li,it pien haŋ it pien koŋ,yɵʔ tsɛu yɵʔ yɵn yɵʔ uɑ yɵʔ to,yʌʔ tsəu yʌʔ yE yʌʔ suʌʔ yʌʔ tei,iɪʔ mi tsɤ iɪʔ mi kɑ̃,tsˈiau kiã tsˈiau tã,lu kiã lu hŋ lu kɔŋ lu tse,yəʔ tsəu yəʔ ye yəʔ suaʔ yəʔ tɤ,i piar tsou i piar ʂuo,jy tsau jy jy jy kuɔ jy tɤu,ye tsəu ye yɛn ye suo ye tuo,yɤ tɤu yɤu yan yɤ fɤ yɤ tuɤ,suã tsou suã ʂɤ,jyt haŋ jyt jyn jyt kɔŋ jyt tɔ,piẽ tsəɯ piẽ kɔn,yu tsɯ yu yã yu fɔ yu tu
yɛ tsou yɛyan yɛ liau yɛ yɛ tuo,ye tsəu ye yan ye pai ye to,pa a ko toŋ ɕi la kei ŋo,pəʔ nɑ koʔ toŋ ɕi do pəʔ ŋo,pa nei kɤ tuŋ ɕi na kei uo,yɐʔ tsɯ yɐʔ yɪ̃ yɐʔ tɕiɑ̃ yɐʔ tʊ,æ nə kə toŋ ɕi nA kə o,yə tsou yə yɛ̃n lɔ yə fə yə tuə lɔ,iat tseu iat ian iat koŋ iat to,pɑ he tsɑʔ tuŋ ɕi lɑʔ tɛʔ ŋo,pɑ uʌʔ xuæ tuŋ sei tɕy ŋiE xei kuei læ,ɦyɪʔ tsɤ ɦyɪʔ ɦyp ɦyɪʔ kɑ̃ ɦyɪʔ tu,zu kiã zu hŋ zu tã zu tsoi,ka hit le bĩʔ kiã tˈeʔ ho gua,pa vai tuəŋ ɕi xɤ kei ɣɤ,ye tsou ye yan ye suo ye tuo,de he kai mø zɿ to ha ŋ̩,pa na kuo toŋ ɕi pa ŋuo,pa ȵei kɤ tuŋ ɕi kei vɤ,yɛ tsou yɛ yã yɛ ʂɤ yɛ tuo,tsœŋ kɔ kɔ jɛ lɔ pei ŋɔ,yæ tsəɯ yæ yẽ yæ kɔn yæ to,pa nɛ kɔ tuə̃ ɕj kɨ nɔ tɕi kɨ kɔ
pai nei tuŋ ɕi na kei uo,pa na ko toŋ ɕi na ke ŋo,iəu ɕiɛ ti faŋ pa tˈai iaŋ tɕiao tsu zɿ tˈəu,ʔiø tiəʔ di fɑŋ pəʔ tˈE ɦiɑŋ tɕiɔ zəʔ dei,iou ɕiɛ ti faŋ kuan tˈai iaŋ tɕiau ʐʅ tˈou,pa la kə təŋ sɿ tsə tsɿ ke ʊ,iəu ɕiɛ ti fÃ̃ æ tˈæ iÃ tɕiɔ ʐə tˈəu,tɕia pa lɛ kə tũn ɕi kɯ və tɕˈy kɯ i xa ʂa,pa ke tsak tuŋ si na pun ŋai,iu ɕiɛʔ tˈi foŋ tɕiɛu tˈai iɔŋ tsu ȵiʔ tˈɛu,iəu ɕiE ti xuə xuə pɑ tˈæ iɑŋ xuɑŋ ʐʌʔ təu iE,ne i mi gəʔ məʔ zɿ pəʔ ŋo,hɯ kai muẽʔ kˈioʔ puŋ ua,u e so tsai ka tˈai iɔŋ kio tsue lit tˈau,iəu ɕiar ti fɒ̃ pa iɒ̃ pˈɤ tɕiau zəʔ tˈəu,pɑ nei van iər ti kei uo,jau le dei huɔ de tˈa ji tɕiɛ ȵi dɤu,ieu ɕie ti faŋ pa tˈai iaŋ tɕiau ɯ tˈəu,iɤu ti ti faŋ pa tˈai iɑŋ tɕiɔ ʐʅ tˈɤu,pa uo tuŋ ɕi kei ŋɤ,jɐu ti tei fɔŋ tsœŋ tˈai jœŋ kiu tsou jɐt tˈɐu,pɒ nɒ tʂɒ tən si nɒ pɒ ŋo,iɯ ɕi tsɿ fɔ̃ pa tˈɛ iɔ̃ tɕiɔ ʐɛ tˈɯ ɛ tʂɛ
iou ɕiɛ kə ti tɕiɛr kuan tˈai iɑŋ tɕiɑu ʐʅ tˈou,iəu ni ti faŋ pa tˈai iaŋ tɕiau tso zɿ tˈəu,li kuei ɕin ŋo ɕin uaŋ,ni kui ɕin ŋo ɕin ɦuɑŋ,ni kuei ɕiŋ uo mian kuei ɕiŋ uaŋ,iɯ sɿ tsɿ fɑ̃ pa tˈE iɑ̃ tɕiɔ ʐəʔ tˈɯ,ni kuei ɕĩ o ɕĩ uÃ,iou ɕiə ti fɑ̃ pa tˈɛ iɑ̃ tɕiɔ ʐʅ tˈou,iu teu tˈi foŋ pa tˈai ioŋ ham tso ŋit tˈeu,n̩ kui ɕiɑŋ ŋo ɕiɑŋ uɔŋ,n̩ ɕiŋ ʂəŋ liʌʔ ŋiE ɕiŋ uə,ɦiɤ tsoŋ di fɑ̃ ne tˈa ɦiã tɕiɔ ȵiɪʔ dɤ,u laŋ lo ti hŋ liaʔ tsia tˈai iaŋ kio tso zik tˈau,li kui sẽ gua sĩ oŋ,ni kuei ɕiəŋ ɣɤ ɕiəŋ vɒ̃,iou ɕie ti tɕier pɑ tˈai iɑŋ tɕiɑu ʐʅ tˈou,ȵi tɕy seŋ a ŋ̩ seŋ jyɔ,ni tɕia kuei ɕin ŋuo ɕin uaŋ,ȵi kuei ɕiŋ vɤ ɕiŋ vɑŋ,iou ɕiɛ ti faŋ pa tˈai iaŋ tɕiau ər tˈou,nei kwɐi siŋ ŋɔ siŋ wɔŋ,iəɯ ti tɔn ʂɔn tɕiaɯ ian tsəɯ i dəɯ,ȵi ɕiə̃ sa nɔ ɕiə̃ uɔ̃
nin kuei ɕiŋ uo ɕiŋ uɑŋ,ȵi kuei ɕin ŋo ɕin uaŋ,li ɕin uaŋ ŋo iɛ sɿ ɕin uaŋ ŋo men liaŋ ko təu ɕin uaŋ,ni ɕin ɦuɑŋ ŋo ɦɑ ɕin ɦuɑŋ ŋo men dɑ tɕiɑ tu ɕin ɦuɑŋ,ni ɕiŋ uaŋ uo iɛ ɕiŋ uaŋ tsan lia ʂʅ i tɕia tsɿ,li kue ɕin ʊ ɕin uɑ̃,ni ɕĩ uÃ o iɛ ɕĩ uÃ o mə̃ liÃ kə tu ɕĩ uÃ,ȵi ɕin sa və ɕĩn vɑ̃,n̩ kui siaŋ ŋa ŋai siaŋ voŋ,n̩ ɕiɑŋ uɔŋ ŋo ɑ ɕiɑŋ uɔŋ ŋo mɨn liɔŋ ko ȵin tu ɕiɑŋ uɔŋ,n̩ ɕiŋ uə ŋiE iE ɕiŋ uə tsɑ liɑŋ xuæ ʐəŋ tei ɕiŋ uə,noŋ kue ɕiŋ ŋo ɕiŋ ɦuɑ̃,lɯ kui sẽ ua sẽ heŋ,li sĩ oŋ gua bã sĩ oŋ lan lŋ e laŋ loŋ sĩ oŋ,ni ɕiəŋ vɒ̃ ɣɤ ie ɕiəŋ vɒ̃ tsa lia kɤ təu ɕiəŋ vɒ̃,ni lə kuei ɕiŋ uo ɕiŋ vɑŋ,ȵi seŋ jyɔ ŋ̩ ɦa seŋ jyɔ ŋuɔ ȵi liɛ kai o seŋ jyɔ,ni ɕin uaŋ ŋuo ie ɕin uaŋ ŋuo mən niaŋ kuo təu ɕin uaŋ,ȵi ɕiŋ vɑŋ vɤ iɤ ɕiŋ vɑŋ tsa mɤŋ liɑŋ kɤ tɤu ɕiŋ vɑŋ,ni kuei ɕiŋ ŋɤ ɕiŋ uaŋ,nei siŋ wɔŋ ŋɔ jik siŋ wɔŋ ŋɔ tei lœŋ kɔ tou siŋ wɔŋ,n̩ nən kɒ kuəi sin ŋo sin uɔn,ȵi ɕiə̃ uɔ̃ nɔ i ɕiə̃ uɔ̃ nɔ lia j kua ɕiə̃ uɔ̃
