beijing,chengdu,guiyang,hangzhou,harbin,hefei,kunming,lanzhou,meixian,nanchang,pingyao,shanghai,shantou,taibei,taiyuan,tianjin,wenzhou,wuhan,wulumuqi,xian,xianggang,xiangtan,xining
kˈuai tsɿ,kˈuai tsɿ,kˈuai tsɿ,kˈuE əl,kˈuai tsɿ,kˈiE tsə,kˈuə ,kˈuɛ tsɿ,kˈuai ie,kˈuai tsɿ,kˈuæ tsʌʔ,kue,tɯ,ti,kˈuai tsəʔ,kˈuai tsə,dzei,kˈuai tsɿ,kˈuai tsɿ,kˈuai tsɿ,fai tsi,kˈuai tsɿ,kˈuɛ tsɿ
ʂɑu tsɿ,pˈiau kər,pˈiao ə˞,zoʔ əl,ʂau tsɿ,ʂuɐʔ tsə,tˈiɔ kə̃,fə tsɿ,sok e,sɔʔ tsɿ,sɿ sɿ,zoʔ tsɿ,tˈɯŋ si,tˈŋ̩ si,tˈiau kəŋ,ʂɑur,tˈiɛ ŋ̩,suo tsɿ,fɤ fɤ tsɿ,fo for,tsˈi kɐŋ,diaɯ kən,fɔ fɔ
iɛ mər,nan zən,lan lɛ,nẼ zen tɕiɑ,nan ʐən,læ̃ tiəʔ,nÃ nə,lɛn ʐə̃n,nam me ŋin,lan ko,xɑŋ,nø ȵiŋ,ta pou,ta pɔ,næ̃ təʔ,nan ʐən,nø tsɿ kˈa,nan nən,nan ʐɤŋ,nã ʐẽ,nam jɐn,nan in kɒ,nã ʐə̃
ny ʐən,ȵy zən,li lɛ,nɥ zen tɕiɑ,ny ʐən,zɥ tiəʔ,ni nə,ȵy ʐə̃n,fu ŋin ka,ȵy ko,pei i məŋ,ȵy ȵiŋ,tsɯ niõ,tsa bɔ,ny təʔ,ny ʐən,lɜ ȵaŋ kˈa,ny nən,ȵy ʐɤŋ,ny ʐẽ,nøy jɐn,ȵy in kɒ,mj ʐə̃
nan xar,nan ua tsɿ,lan ua ua,nẼ ɦiɑ əl,ɕiau tsɿ,ɕiɔ sɿ,nÃ uA uA,ɯ va tsɿ,se a ko e,lan tsai tsɿ,ɕiɔ tsʌʔ,nø ɕiɔ nø,ta pou kiã,ta pɔ gĩ na,næ̃ va va,ɕiɑu tsə,nø ŋ̩,nan xai,ə˞ va tsɿ,ua tsɿ,nam tsɐi,ŋɒ dʑi,ka ua
ny xar,ȵy ua tsɿ,li ua ua,nɥ ɦiɑ əl,ia tˈou,ia tˈɯ,ni uA uA,ȵy tsɿ,se moi ie,ȵy tsai tsɿ,nzɥ tsʌʔ,ȵy ɕiɔ nø,tsɯ niõ kiã,tsa bɔ gĩ na,ny va va,kuən ny,na ŋ̩,ny xai,ia tˈɤu,ny tsɿ,nøy tsɐi,məi dʑi,mj tsɿ
lɑu tˈour,nau tˈər,lao tsei,lɔ dei əl,lau tˈour,lɔ tˈɯ tsə,lɔ kuÃ ə,lɔ xɛ̃n,lau a pak,lɑu tˈɛu tsɿ,lɔ xɑŋ,lɔ koŋ koŋ,lau ta pou,lau tua laŋ,lau xæ̃ xæ̃,lɑu tˈour,lɜ lɜ,nau tie tie,lɔ xan,lau xã,lou jɐn ka,naɯ kɔn tsɿ,lɔ xã
i ʂəŋ,i sən,i sen,ʔi sen,tai fu,zɿ sən,i sə̃,ɕiɛ̃n ʂə̃n,i sen,i sɛn,i səŋ,i sã,ui seŋ,i siŋ,ɕie səŋ,tai fu,ji siɛ,i sən,tai fu,tai fu,ji sɐŋ,i sən,ɕiã sə̃
ta ʂʅ fu,tsˈusɿ,tsˈu tsɿ,dzɥ vɑŋ sɿ vu,ta ʂʅ fu,tʂˈu tsə,tʂˈu sɿ,pfˈu tsɿ,tsˈu sɿ,tˈai sɿ fu,tsuʌʔ xuɑŋ tiʌʔ,zɿ sɿ,tou sɯ,tsoŋ pˈo sai hu,tsˈu tsəʔ,tsˈu tsə,dzɿ ɦuɔ lɜ sɿ,ta sɿ fu,tʂˈu tsɿ,pfˈu tsɿ,tsy si,dʑy sɿ,ta sɿ fv̩
iɑu fan tə,tɕiau xua tsɿ,tɕiao xua tsɿ,tɕiɔ huɑ tsɿ,iau fan ti,tɕiɔ xua tsə,xuA tsɿ,iɔ tʂə tʂˈʅ ti,kau fa ve,kɑu fɑ tsɿ,tɕiɔ xuɑ tsʌʔ,kø ho tsɿ,kˈɯk tsiaʔ,kˈit tsiaʔ,tɕiau xua tsəʔ,iɑu fan ti,kˈø ŋ̩,tɕˈi kai,iɔ fan ti,xã ʐər,hɐt ji,kaɯ ɸɒ tsɿ,ɕiə̃ kˈɯ
pɑu mu,pau mu,pao mu,pɔ mu,lau ma tsɿ,pɑ̃ kəŋ tiəʔ,pɔ mu,tsu xuə ti,pau me,tɕi ȵiɔŋ,liɔ xei ʐʌʔ tiʌʔ,ȵiã ɦi,po m,lin bu,pau mu,nai mɑ tsə,a mo,pau moŋ,lɔ ma tsɿ,yŋ ʐẽ,kuŋ jɐn,paɯ mo,pɔ mv̩
piŋ lə,pin no,sen pin əu,sen bin tə,piŋ lə,pəʔ xɔ kʊ,pĩ lə,pĩn xa lɔ,pot pˈiaŋ,pˈiɑŋ liɛu,pʌʔ tʌʔ ʂəu,sã biŋ,naŋ mõ,pˈua pĩ,pi lie,piŋ lə,siɛ beŋ,pin niau,piŋ liɤ,piŋ liɛ,pɛŋ tsɔ,tʂo bian,piə liɔ
ʂɑŋ fəŋ,saŋ foŋ,liaŋ tao,sɥɑŋ foŋ,ʂaŋ fəŋ,ʂɑ̃ fəŋ,ʂÃ foŋ,liɑ̃ pfə lɔ,soŋ fuŋ,sɔŋ fuŋ,pˈiʌʔ tsuʌʔ liɑ,sɑ̃ foŋ,kuã tioʔ,sioŋ hoŋ,pˈiəʔ tsu lie,ʂɑŋ fəŋ,ɕi hoŋ,saŋ foŋ,ʂɑŋ fɤŋ,liaŋ pfo liɛ,sœŋ fuŋ,nian tɒ,liɔ̃ tʂˈu liɔ
nɑu tu tsɿ,na tu tsɿ,tu pˈi pu xao,du bi dzɑ,nau tu tsɿ,pˈɔ sɿ,ɕiɛ tu tsɿ,pˈɔ tu tʂə li,o li tu,ɕiɑ tˈu,pˈɔ mɔ tsʌʔ,du bi za,lau sai,lau sai,tsˈuæ̃ ɕi,nɑu tu tsɿ,sei døy,ɕie təu tsɿ,la tu tsɿ,pˈau xou,tˈou ɔ,təɯ tsɿ o,la tv̩ tsɿ
tɕˈyɛ tsɿ,pai tsɿ,pai tsɿ,tɕˈiɔ kuE əl,tɕˈyɛ tsɿ,tɕˈyɐʔ tsə,pæ pæ,tɕˈyə tsɿ,pai kiok e,kuai tsɿ,kuæ tsʌʔ,tɕˈiɔ tɕiaʔ,kuai kˈa,pai kˈa,kuai tsəʔ,tɕˈye tsə,pˈi tɕa,po tsɿ,tɕˈyɤ tsɿ,po tsɿ,pɐi kœk lou,pai tsɿ,tɕˈyu tsɿ
luo kuor,tˈo tsɿ,tˈo tsɿ,do pei lɔ əl,luo kuor,tˈʊ tsə,pei ko,pei kuə tsɿ,tˈo poi ie,tˈo tsɿ,pæ kuei kuei,du tsɿ,io ku,kˈiau ku,pei kuɤ kuɤ,luo kuor,hau pai,tˈuo tsɿ,luɤ kuɤ tsɿ,pei kuo tsɿ,tˈɔ pui,do tsɿ,pɨ lɔ ku ɛ
kɤr lə,sɿ no,sɿ əu,sɿ liɔ tə,sɿ lə,pəʔ tsE lə,pu tsæ lə,sɿ lɔ,si pˈet le,sɿ pɨʔ lɛu,mɑ liɑ,ɕi tˈəʔ ləʔ,si kˈɯ,si a,sɿ lie,sɿ lə,sɿ ɦuɔ,sɿ niau,sɿ liɤ,sɿ liɛ,sei tsɔ,naɯ tɒ,mɔ tiɔ liɔ
tɕˈiɑu piŋ,kˈan pin,kˈan pin,kˈẼ mɔ bin,kˈan piŋ,tɕˈiɔ pin,tɕˈiɔ pĩ,kˈɛ̃n pĩn,kˈon pˈiaŋ,kˈɵn pˈiɑŋ,liɔ pi,kˈø i sã,tˈõi ui seŋ,kˈuã pĩ,kæ̃ piəŋ,kˈan piŋ,tsˈɿ beŋ,kˈan pin,kˈan piŋ,kˈã piŋ,tɐi pɛŋ,kˈan bian,kˈã piə̃
uo,ŋo,ŋo,ŋo,uo,ʊ,o,və,ŋai,ŋo,ŋiE,ŋu,ua,gua,ɣɤ,uo,ŋ̩,ŋuo,vɤ,ŋɤ,ŋɔ,ŋo,nɔ
ni,ȵi,li,ni,ni,li,ni,ȵi,n̩,n̩,n̩,noŋ,lɯ,li,ni,ni,ȵi,ni,ȵi,ni,nei,ni,ȵi
tˈa,tˈa,la,tˈɑ,tˈa,tˈa,tˈA,tˈa,ki,tɕie,uʌʔ tɕiɑ,ɦi,i,i,tˈa,tˈɑ,gi,tˈa,tˈa,tˈa,kˈøy,tˈɒ,tˈa
uom,ŋo mən,ŋo men,ŋo men,uo mən,ʊ mən,o mə̃,və mə̃n,ŋai ten ŋin,ŋo mɨn,ŋɑ,aʔ la,uaŋ,gun,ɣɤ məʔ,uo mən,ŋ̩ le,ŋuo mən,vɤ mɤŋ,ŋai,ŋɔ tei,ŋo in,nɔ mə̃
nim,ȵi mən,li men,ni men,ni mən,li mən,ni mə̃,ȵi mə̃n,n̩ ten ŋin,n̩ mɨn,ȵiE,na,niŋ,lin,ni məʔ,ni mən,ȵi le,ni mən,ȵi mɤŋ,ni,nei tei,ȵi in,ȵi mə̃
tˈam,tˈa mən,la men,tˈɑ men,tˈa mən,tˈa mən,tˈA mə̃,tˈa mə̃n,ki ten ŋin,tɕie mɨn,uʌʔ tɕiɑ miɑ,ɦi la,i naŋ,in,tˈa məʔ,tˈɑ mən,gi le,tˈa mən,tˈa mɤŋ,tˈa ti,kˈøy tei,tˈɒ in,tɕia mə̃
tsam,ŋo mən,ŋo men,ŋo men dɑ tɕiɑ,tsan mən,ʊ mən,o mə̃,və mə̃n,ŋai ten ŋin,ŋo mɨn,tsʌʔ məŋ,aʔ la,naŋ,lan,tsa məʔ,tsan mən,ŋuɔ ȵi,ŋuo mən,tsa mɤŋ,tsai,ŋɔ tei,ŋo in,nɔ mə̃
tsɿ kɤr,ko zən,tsɿ tɕi,dzɿ tɕiɑ,tsɿ tɕi,tsɿ tsɿ,tsɿ tɕi,kə tɕia,tsˈɿ ka,tsˈɿ kan,tsɿ tɕiɑ,zɿ ka,ka ki,ka ki,tsɿ tɕia,tsɿ kɤr,zɿ,tsɿ tɕi,kɤ ʐɤŋ,tsɿ kɤr,tsi kei,dzɿ kɒ,ku tɕia
ʂei,na ko,la ko,nɑ koʔ,ʂei,xa kə,nA kə,fei,man ŋin,lɑ ko,suei,sa ȵiŋ,ti tiaŋ,siã,suei,sei,ȵi naŋ,na kuo,sei,sei,pin kɔ,nɒ ko,fɨ
ʂəm,sa tsɿ,laŋ tsɿ,sɑ ɕi,ʂa,xəŋ kə,nA iÃ,sa,mak ke,sɨʔ li,ʂəŋ,sa,mĩʔ kai,siã bĩʔ,səŋ,mɑ,ga ȵi,mo sɿ,sa,sa,mɐt,ʂən mo,sa
tʂɤr,tsər,tsɿ tɛ,kəʔ li,tʂei kar,ti ɔ tsə,tʂʅ tiə,tʂʅ tˈa tˈa,e ie,ko li,tsæ ʐʌʔ,diɪʔ taʔ,tsi ko,tsia,tsəʔ lɤ,tɕie xər,ke lei,tsɤ ni,tsei ta,tʂɤr,nei tou,ko tɔn,tʂʅ tʂa
nar,nər,a tɛ,nɑ li,nei kar,la ɔ tsə,nə tiə,la tˈa tˈa,ke ie,he li,uæ ʐʌʔ,i taʔ,hɯ ko,hia,vəʔ lɤ,nɑ xər,buɔ ta,na ni,nei ta,uor,kɔ tou,nɒ tɔn,nɛ tʂa
nar,nər,la tɛ,nɑ li,nei kar,la kə tsə,nA tiə,la ta ta,ŋai ke,lɑ li,lɑ ʐʌʔ,sa di fɑ̃,ti ko,to ui,na lɤ,nɑ xər,ȵau duɔ,na ni,na ta,a ta,pin tou,nɒ tɔn,a tʂa
tʂɤ kə,tse ko,tsɿ ko,tɕiəʔ koʔ,tʂei kɤ,ti kə,tʂʅ kə,tʂʅ i kə,e ke,ko tsɑʔ,tsʌʔ xuæ,diɪʔ gəʔ,tsi kai,tsit le,tsai,tɕie kə,ki kai,tsɤ kuo,tsei kɤ,tʂʅ kɤ,nei kɔ,ko ko,tʂʅ kɔ
na kə,na ko,a ko,nɑ koʔ,nei kɤ,la kə,nə kə,lɛ i kə,ke ke,he ko,uʌʔ xuæ,i gəʔ,hɯ kai,hit le,vai,nɑ kə,he kai,na kuo,nei kɤ,u kɤ,kɔ kɔ,nɒ ko,nɛ kɔ
na kə,na ko,la ko,nɑ ʔiəʔ koʔ,nei i kɤ,xa iəʔ kə,nA kə,la i kə,ŋai ke,lɑ ko,lɑ iʌʔ xuæ,ɦa li gəʔ,ti tsek kai,to tsit le,na kuai,nei kə,ȵau kai,na kuo,na kɤ,a i kɤ,pin kɔ,nɒ i ko,a kɔ
tsən mo iɑŋ,naŋ ko,tsa ko iaŋ,tɕiəʔ kəʔ tˈɔ,tsa iaŋ,tsən iɑ̃,tsA kə lə,tsə̃n m̩ lɔ,ŋioŋ ŋe,lɔŋ iɔŋ,tsɑ ti xuæ,na nəŋ,mĩʔ sẽ iõ,an tsuã iũ,tsaʔ ti,nən mə iɑŋ,tsɿ na naŋ,mo iaŋ,tsa mu kɤ,tsa kɤ ɕiaŋ,tim,i kai,a mə̃ tʂɛ
uei,ko,ko,ɦui,uei,kə,,,ke,ko,,,,le,kuai,,kai,uei,kɤ,kɤ,wɐi,tʂɒ,kɔ
kɑŋ,tsˈu,tsˈu,kɑŋ kɑŋ,tʂəŋ,tsˈu,tsˈu,tsˈu,tsˈɿ,kɔŋ kɔŋ,tsˈəu,tsˈu,,tsˈɔ,tsˈu,tsəŋ,tɕˈøy,kˈa kˈa,tsˈu,tsˈu,tsˈou,tsˈəɯ,tɕˈy
tʂəŋ xaur,ɕi,ɕi,kɑŋ hɔ,tʂəŋ xaur,sɿ,ɕi,ɕi,iu,tsɨn hɑu,sei,ɕi,,iu,ɕi,tsəŋ xɑur,sei,kaŋ xau,ɕi,ɕi,sɐi,si,ɕj
xɤ,tsˈaŋ,tsˈaŋ,tɑʔ,xɤ,tʂˈɑ̃,tʂˈÃ,tʂˈɑ̃,tsˈoŋ,kiɛn,tʂˈɑŋ,zɑ̃,tɯŋ,tŋ̩,tsˈɒ̃,kən,dʑi,xuo,tʂˈɑŋ,tʂˈaŋ,tsˈœŋ,dʐɔn,tʂˈɔ̃
tʂʅ,tuan,tuan,tsəʔ,tʂʅ,tʊ̃,tuÃ,tuɛ̃n,ton,tsɨʔ,tˈuɑŋ,tø,to,te,tuæ̃,tsɿ,tø,tsɿ,tuan,tuã,tyn,tɔn,tuã
tsˈuŋ,tsaŋ,la tˈa,dzoŋ,tsˈuŋ,tsɑ̃,tsÃ,tsɑ̃,me,tsˈuŋ,ʐʌʔ tsɑŋ,oʔ tsˈoʔ,tsˈi ĩ,hiɔŋ,zəʔ tsɒ̃,tsˈuŋ,ɜ tsɜ,tsˈoŋ,tsɑŋ,tsaŋ,wu tsou,nɒ tˈɒ,tsɔ̃
tˈi,kan tɕin,kan tɕin,pɑʔ,tˈi,tɕˈin liɑ̃,kÃ tɕĩ,kɛ̃n tɕĩn,tsˈiaŋ,pɔŋ,kɑŋ tɕiŋ,tɕˈiŋ sɑ̃,tsˈeŋ kˈi,tsˈiŋ kˈi,kæ̃ tɕiəŋ,tˈi,liɛ dzei,tˈi,kan tɕiŋ,kã tɕiŋ,kɔn tsɛŋ,so ni,kã tɕiə̃
na,ɕiaŋ in,pˈian i,do,na,tɕˈiɔ,ɕiÃ ĩ,pˈiɛ̃n i,pˈien ŋin,lɑʔ,pˈiE i,dʑiã,pˈĩ,pien i,tɕie,nɑ,bi ji,na,pˈian i,pˈiã i,pˈɛŋ,biẽ ȵi,pˈiã i
ku i,tsˈai,tɕiaŋ tsˈai,dəʔ ɦui,tɕiŋ iər,tsˈE,tsˈæ tɕiÃ,tɕiɑ̃ ɯ,koŋ koŋ,tˈɛʔ sɿ,sɑ,kɑ̃ kɑ̃,tã tsiã,tu a,tɕiɒ̃,tsˈəŋ ɕin,saŋ,ku i,kɑŋ,kaŋ,ŋam,dzai,tɕiɔ̃
i,tsˈən,tɕiaŋ tɕiaŋ lɛ,ʔiəʔ,i,tʂən,tɕiÃ tɕiÃ,tɕiɑ̃,koŋ,iʔ,tɕiɑŋ,kɑ̃ hɔ,ŋam ŋam,tu tu,tɕiɒ̃ tɕiɒ̃,i,tseŋ hɜ,i,kɑŋ xɔr,kaŋ,ŋam,tʂən,tɕiɔ̃
ər,tɕˈia tɕˈia,tsen tuei tˈəu,əl,ə˞,tɕiɑ̃ xʊ,kÃ xɔ,tʂə̃n xɔ ɯ,tsaŋ hau,ɵ,tʂʅ xɔ xɔ,kɑ̃ tsəŋ hɔ,ŋam ŋam,tu tu ho,tsəŋ xau xau,ər,tseŋ hɜ,ɯ,kɑŋ xɔr,kaŋ xaur,ŋam ŋam hou,tʂən haɯ,tɕiɔ̃ kˈa ma
san,xo,xo,sẼ,san,kən,æ,liɛ̃n,tˈuŋ,san,xu,taʔ,kaʔ,kaʔ,xuɤ,san,kˈuɔ,san,xɤ,kẽ,tˈuŋ,ɦo,kə̃
sɿ,tsɿ,tsɿ,sɿ,sɿ,tʂəʔ,tʂʅ,kuɑ̃,tsak,sɿ,tsˈɑŋ,tsəʔ,tsˈeŋ,tsi,kuɒ̃,sɿ,tsɿ,sɿ,tsɿ,kuaŋ,tsi,tsɿ,tɕiɯ
u,tsˈoŋ,tɕˈi,ʔu,u,tsˈəŋ,tsˈoŋ,kə̃n,tsˈiuŋ,ŋ̩,tsˈuŋ,zoŋ,taŋ,tui,tsˈuəŋ,u,juɔ,u,tsˈuŋ,iou,tsˈuŋ,dzən,tsˈuə̃
liou,paŋ,tˈi,loʔ,liou,pɑ̃,æ,kɯ,tˈi,liuʔ,tˈi,de,kaʔ,tˈe,tˈi,liou,de,nəu,tˈi,tˈi,pɔŋ,ke,tɛ
tɕˈi,na,la,tɕˈiəʔ,tɕˈi,la,nA,la,na,tɕˈiʔ,xei,ne,kˈioʔ,tˈeʔ,na,tɕˈi,jyɔ,tɕˈi,na,na,lɔ,nɒ,tɛ
pa,ni pian,pa i,pɑʔ,pa,ku zɿ,pA i,ku i,ku i,paʔ,tsuɑŋ i ku ʐʌʔ,ɦiɤ i,tsuaŋ,kɔ i,tsuæ̃ i,pɑ,ku ji,pa,ku i,ku iər,tɐk tɐŋ,tɕin uəi,ti kv̩ i ɛ
tɕiou,i,i,tɕiø,tɕiou,iəʔ,i,i,it,tɕiu,iʌʔ,iɪʔ,tsek,tsit,iəʔ,tɕiou,jai,tɕiəu,i,i,jɐt,i,j
ʂʅ,ər,ə˞,zəʔ,ʂʅ,a,ə,ɯ,ŋi,sɨʔ,ər,ȵi,nõ,lŋ̩,ər,ʂʅ,ŋ̩,sɿ,ə˞,ər,ji,e,ɛ
ʂʅ i,san,san,zəʔ ʔiəʔ,ʂʅ i,sæ̃,sÃ,sɛ̃n,sam,sɨʔ iʔ,sɑŋ,se,sã,sã,sæ̃,ʂʅ i,sa,sɿ i,san,sã,sam,san,sã
ʂʅ ər,sɿ,sɿ,zəʔ əl,ʂʅ ə˞,sɿ,sɿ,sɿ,si,sɨʔ ɵ,sɿ,sɿ,si,si,sɿ,ʂʅ ər,sɿ,sɿ ɯ,sɿ,sɿ,sei,sɿ,sɿ
ər ʂʅ,u,u,əl zəʔ,ə˞ ʂʅ,u,u,vu,n̩,ɵ sɨʔ,u,ŋ̩,ŋõu,gɔ,vu,ər ʂʅ,ŋ̩,ɯ sɿ,vu,u,ŋ,u,v̩
ər ʂʅ i,nu,lu,ȵiẼ ʔiəʔ,ə˞ ʂʅ i,ləʔ,lu,liou,liuk,ɵ sɨʔ iʔ,liəu,loʔ,lak,lak,liəu,ər ʂʅ i,lɤu,ɯ sɿ i,liɤu,liou,luk,nəɯ,liɯ
,tɕˈi,tɕˈi,ʔiəʔ pɑʔ niẼ ʔiəʔ,i pai ə˞ ʂʅ i,tɕˈiəʔ,tɕˈi,tɕˈi,tsˈit,iʔ pɑʔ ɵ sɨʔ,tɕˈiʌʔ,tɕˈiɪʔ,tsˈik,tsˈit,tɕˈiəʔ,i pai ər ʂʅ i,tsˈai,i pɤ ɯ sɿ i,tɕˈi,tɕˈi,tsˈɐt,tsˈi,tɕˈj
ər li,tɕiəu,tɕiəu,liɑŋ li,ə˞ li,tɕiɯ,tɕiəu,tɕiou,kiu,liɔŋ li,tɕiəu,tɕiɤ,kau,kau,tɕiəu,ər li,tɕau,niaŋ ni,tɕiɤu,tɕiou,kɐu,tɕiəɯ,tɕiɯ
ər liɑŋ,sɿ,sɿ,əl liɑŋ,ə˞ liaŋ,ʂəʔ,ʂʅ,ʂʅ,səp,ɵ liɔŋ,ʂʌʔ,zəʔ,tsap,tsap,səʔ,ər liɑŋ,zai,ɯ niaŋ,ʂʅ,ʂʅ,sɐp,ʂʅ,ʂʅ
,sɿi,sɿ i,,,ʂəʔ iəʔ,ʂʅ i,ʂʅ i,səp it,,ʂʌʔ iʌʔ,zəʔ iɪʔ,tsap ik,tsap it,səʔ iəʔ,,zai jai,,ʂʅ i,ʂʅ i,sɐp jɐt,ʂʅ i,ʂʅ j
,sɿər,sɿ ə˞,,,ʂəʔ a,ʂʅ ə,ʂʅ ɯ,səp ŋi,,ʂʌʔ ər,zəʔ ȵi,tsap zi,tsap li,səʔ ər,,zai ŋ̩,,ʂʅ ə˞,ʂʅ ər,sɐp ji,ʂʅ e,ʂʅ ɛ
,ər sɿ,ə˞ sɿ,,,a ʂəʔ,ə ʂʅ,ɯ ʂʅ,ŋi səp,,ər ʂʌʔ,ȵie,zi tsap,li tsap,ər səʔ,,ȵi,,ə˞ ʂʅ,ər ʂʅ,ji sɐp,e ʂʅ,ɛ ʂʅ
,ər i,ə˞ sɿ i,,,a ʂəʔ iəʔ,ə ʂʅ i,ɯ ʂʅ i,ŋi səp it,,ər ʂʌʔ iʌʔ,ȵie iɪʔ,zi tsap ik,li tsap it,ər səʔ iəʔ,,ȵi jai,,ə˞ ʂʅ i,ər ʂʅ i,ji sɐp jɐt,e ʂʅ i,ɛ ʂʅ i
,i pe ər,i pɛ ə˞ sɿ i,,,iəʔ pɐʔ a ʂəʔ iəʔ,i pə ə ʂʅ i,i pə ɯ ʂʅ i,it pak ŋi səp it,,iʌʔ piʌʔ ər ʂʌʔ iʌʔ,iɪʔ paʔ ȵie iɪʔ,,tsˈit paʔ li tsap it,iəʔ pai ər səʔ iəʔ,,ji pa ȵi jai,,i pei ə˞ ʂʅ i,i pei ər ʂʅ i,,,
,ti ər,ti ə˞,,,tsɿ a,ti ə,ti ɯ,tˈi ŋi,,ti ər,di ȵi,tõi zi,te li,ti ər,,dei ŋ̩,,ti iə˞,ti ər,tɐi ji,di e,tsʅ ɛ
,ər niaŋ,ə˞ liaŋ,,,a liɑ̃,ə liÃ,ɯ liɑ̃,ŋi lioŋ,,ər liɑ,ȵi liã,nõ niõ,lŋ̩ liũ,liɒ̃ li,,liɛ li,,ə˞ liɑŋ,ər liaŋ,ji lœŋ,e nian,ɛ liɔ̃
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
