beijing,chengdu,guiyang,hangzhou,harbin,hefei,kunming,lanzhou,meixian,pingyao,shanghai,shantou,taibei,taiyuan,tianjin,wenzhou,wuhan,wulumuqi,xian,xianggang,xiangtan,xining
laiuənuəntʂeituoxuarɕiɑŋpuɕiɑŋ,naiuənxat͡sɹ̩t͡setoxuaɕiaŋpuɕiaŋ,laiuenxakʰant͡sɹ̩toxuaɕiaŋpuɕiaŋ,lɤvenvenkʰɤkəʔtohuɑəlɕiɑŋpəʔɕiɑŋ,laiuənuəntʂeitʰuoxuarɕiaŋpuɕiaŋ,lɤuənuəntitʊxuakʰəɕiɑ̃,læuə̃uə̃tʂɻ̩toxuAkəɕiÃ,t͡ɕiaɲivə̃nkɯxatʂɻ̩kəxuaɯɕiɑ̃puɕiɑ̃,n̩loipʰiithaetofahioŋmo,n̩læuŋuŋt͡sʌʔtueixuɑɕiɑŋpʌʔɕiɑŋ,leməŋməŋkʰøgəʔtuhoɕiãvaʔ,laipʰĩtʰõit͡sipʰauhuekʰaʔoipʰaŋ,laipʰikʰuãt͡sitluihueupʰaŋbo,laivəŋvəŋt͡saixuaɕiɒ̃pəʔɕiɒ̃,laivənvənt͡ɕietuorxuɑrɕiɑŋpuɕiɑŋ,t͡saulehoŋt͡sʰɹ̩kitohoɕiafu,naiuənxanɤtuoxuaɕiaŋpuɕiaŋ,kuɤlaivɤŋixat͡seikɤxuerɕiɑŋpuɕiɑŋ,nivẽixatʂʰɤxuat͡sʰuãput͡sʰuã,lɐimɐnhaneitœfahœŋmhœŋ,naiuəniɦɒkotohuɒsianpu,ɲikulɛuə̃ɛkɔtʂɻ̩jtuxuaɛɕiɔtʂɔmãmɔɕiɔtʂɔ
keiuopərʂu,keŋoipənsu,laipensukenŋo,pəʔŋoʔiəʔpensɥ,keiuoipərʂu,keʊiəʔpənʂu,kəoipə̃ʂu,kɯvəkɯipə̃nfu,punitpunsupunŋai,t͡ɕyŋiɤiʌʔpəŋsɥ,pəʔŋoiɪʔpəŋsɹ̩,kʰioʔpuŋt͡sɯkʰɯʔua,hoguat͡sitpunt͡su,keiɣɤiəʔpəŋsu,keiuoipərʂu,sɹ̩hapaŋŋ̩,papənɕyŋuo,kuɤiʂɻ̩mɤfu,keiŋɤipərfu,peipunsyŋɔ,pɒpənɕypɒŋo,kɨnɔkɨjpə̃ɛfv̩
uotʂəntəmeineipərʂuia,ŋoŋənsɹ̩motenapənsu,ŋot͡senlɛmeitɛapensuma,ŋot͡sentɑŋməʔʔiønɑpensɥlɑʔ,uotʂənmeineipərʂuua,ʊtʂəntiəʔmɐʔiɯlapənʂu,otʂə̃kəməutənəpə̃ʂu,vəʂɻ̩xuam̩ioufu,ŋaimoepunsuŋait͡sənt͡sənmoe,ŋiɤtʂəŋtiʌʔmʌʔlɑuʌʔpəŋsɥ,ŋot͡səŋɦəɦm̩məʔsɹ̩,uat͡siŋsikbohɯpuŋt͡sɯli,guakʰaksitbohitpunt͡su,ɣɤt͡səŋtəʔməʔlavaisu,uot͡səntimeiiouneipərʂunə,hepaŋsɹ̩ŋ̩t͡saŋt͡saŋnau,ŋuot͡səntimautɤnapənɕyme,vɤtʂuɤʂɻ̩mɤfu,ŋɤtʂẽkɤmoueiipərfu,ŋɔt͡sɐnhɐimoukɔpunsya,ŋotʂəntimaɯtænɒpənɕynie,nɔʂɻ̩xuamɔiɯnɛjpə̃ɛfv̩ɔ̃kʰɔ
nikɑusuŋtʰa,ɲikəntʰaso,likenlat͡ɕiaŋ,nikɔsutʰɑ,nikausutʰa,likəntʰat͡ɕiɑ̃,nikɔsoŋtʰə,ɲikɯlafəixa,n̩vʰakiti,n̩kɔt͡ɕyuʌʔt͡ɕiɑ,noŋtʰəʔɦikɑ̃,lɯkaʔitã,likaikɔŋ,nikaukeitʰa,nikɑusuŋtʰɑ,ɲikʰuɔgikuɔa,nikauɕintʰa,ɲikɤŋtʰafɤ,nikeitʰaʂɤ,neiwapeikʰøyt͡si,ɲikaɯsɹ̩tʰɒ,ɲikɨt͡ɕiafɔkɨjkua
xɑuxɑurtət͡spipiɛpʰɑu,xausənt͡səupuiaupʰau,xaoxaolɛt͡səupuiaopʰao,hɔhɔt͡ɕiɔkɑt͡seipəʔɦiɔbɔ,xauxaurt͡soupiɛpʰau,xɔxɔt͡sɯpəʔiɔpʰɔ,xɔxɔnət͡səumɔpʰɔ,t͡ɕiaxɔxɔtit͡soupulɔpʰɔlɔʂa,manmannet͡seum̩haulont͡sʰiak,xɔxɔtit͡səupʌʔyŋpʰɔ,ɦɔɦɔt͡ɕiɔt͡sɤvəʔiɔpəŋ,kiãhomãit͡sau,hohoakiãm̩tʰaŋt͡sau,xauxaut͡səupəʔkæ̃pʰau,xɑurxɑurt͡soupiepʰɑu,t͡saut͡sauhɜlefaizei,xauxautit͡səumopʰau,xɔxɔrt͡sɤupɤpʰɔ,xauxaurt͡soupaupʰau,housɛŋhaŋmhout͡sɐu,haɯtiẽt͡səɯmobən,xɔxɔɛt͡sɯpɔpʰɔ
ɕiɑuɕinʂuaiɕiat͡ɕʰipʰapuʂɑŋlai,ɕiauɕinpantaunopʰaput͡ɕʰinai,put͡suitaɕiat͡ɕʰitəupʰaput͡ɕʰilaiəu,tɑŋɕintiəʔloʔt͡ɕʰibɑpəʔzɑŋlɤ,t͡ɕiaɕiauɕintiauɕiat͡ɕʰypʰapuʂaŋlai,ɕiɔɕintiɔɕiat͡sʰɥpʰapəʔʂɑ̃lɤ,ɕiɔɕĩkuÃɕiAkʰəpʰApuʂÃlæ,ɕiɔɕĩntiəxat͡ɕʰiʂɑ̃pulɛ,lausənnotiethahipʰam̩soŋloivo,ɕiɔɕiŋtiʌʔxɑtiʌʔpɑpʌʔsuəlæ,tɑ̃ɕiŋgueɦot͡ɕʰiboɦabovəʔzɑ̃le,t͡saikuaŋmãipuaʔkʰɯliaupeʔmtikkʰia,selipuaʔloʔkʰitioʔpebuekʰilai,t͡sʰauɕiəŋtiəʔxakəʔpʰapəʔsɒ̃lai,ɕiɑuɕinsuɑiɕiɑt͡ɕʰypʰɑpuʂɑŋlai,lɤusaŋlailobofuji,ɕiauɕintaɕiakʰɯpʰapusaŋnai,ɕiɔɕiŋpɤtiɤxat͡ɕʰipʰapuʂɑŋlailiɤ,ɕiauɕiẽtiɛxat͡ɕʰit͡souʂaŋpulailiɛ,kut͡sytitlɔkhøypʰamfansœŋlɐi,niəɯʂənpanɦɒt͡ɕʰiebɒput͡ɕʰinai,ɕiɔɕiə̃tʂɔtiɔ̃xat͡ɕʰjpʰapv̩ʂɔ̃lɛ
iʂəŋt͡ɕiɑunituoʂueixuər,isənxanɲitosueixər,isenxanlitosueixa,ʔisent͡ɕiɔnitokʰunkʰun,taifut͡ɕiaunituoʂueiixuər,zɹ̩sənt͡ɕiɔlitʊʂueʂue,isə̃t͡ɕiɔnitoʂueiʂuei,iʂə̃nt͡ɕiɔɲituəfeiiɯli,isenhamn̩tosoititmuk,isəŋt͡ɕiɔn̩teisueisuei,isãt͡ɕiɔnoŋtukuəŋkuəŋ,uiseŋkiolɯĩʔt͡soie,isiŋkiolikekʰunt͡sitle,taifut͡ɕiaunitɤsueikəʔiəʔt͡səŋt͡səŋ,taifut͡ɕiɑunituosueit͡ɕiɑu,jisiɛt͡ɕiɛɲitɤukʰyle,isənt͡ɕiaunituosueixat͡sɹ̩,taifuʐɑŋɲituɤtʰɑŋixuər,taifut͡ɕiaunituofeiixa,jisɐŋkiuneifɐntɔti,isiẽiaɯɲitokʰuaniɦɒ,tɛfv̩fɔtʂɛt͡ɕiɔɲitufɨjxuɨɛfɔ
tʂʰouianxɤtʂʰatoupuɕy,t͡sʰɹ̩iant͡sʰɹ̩t͡sʰatəuput͡suən,t͡sʰɹ̩iant͡sʰɹ̩t͡sʰatəuiaoputɛ,t͡ɕʰioʔʔiɤ̃ɦuoʔt͡sɤt͡ɕʰioʔdzɑtupəʔkʰoɦi,tʂʰouianxɤtʂʰatoupuɕiŋ,t͡ɕʰiəʔiɪ̃kənxɐʔtʂʰatɯpəʔsɥ,tʂʰɻ̩iɛ̃tʂʰɻ̩tʂʰAtuputʂuə̃,tʂʰouiɛ̃nxətʂʰatoupupfə̃n,sətianfatt͡sasətt͡sʰatum̩t͡sotet,tʂʰʌʔiɤxʌʔt͡sʰɑtupʌʔɕiɑ,t͡ɕʰiɪʔɕiãit͡ɕʰiɪʔzozevəʔhɔɦə,t͡siaʔhuŋasit͡siaʔteloŋmõ,t͡siaʔhunasilimteloŋbeiŋ,t͡səʔiexaʔt͡sʰatəupəʔɕy,t͡sʰouianxɤtʂɤxɤt͡sʰɑtoupuɕiŋ,fukyt͡sʰɹ̩jivazɹ̩t͡sʰɹ̩t͡ɕɤuojyɔfudʑake,t͡ɕʰiiɛnxuot͡sʰatəupuɕy,tʂʰɤuianxɤt͡sʰatɤupuɕiŋ,pupfẽtʂʰɻ̩iãxuot͡sʰa,sikjinwakt͡sɛjɐmt͡sʰatoumtɐk,t͡ɕʰiɒiẽhoʂɻ̩t͡ɕʰiɒdzɒtəɯput͡ɕyn,iãipv̩t͡ɕiɔtʂʰɻ̩kɨt͡sʰaipv̩t͡ɕiɔxukɨ
ianiɛxɑutʂʰaiɛxɑuuotoupuxɑu,ianxot͡sʰaŋotəupuɕixuan,kuanlisɹ̩iansɹ̩t͡sʰaŋotəupuɕixuan,ʔiɤ̃ɦɑhɔdzɑɦɑhɔŋotupəʔhuõɕiti,ianiɛxautʂʰaiɛxauuotouputɤi,iɪ̃iɤxɔtʂʰaiɤxɔʊtɯpəʔsɹ̩xʊ̃,iɛ̃iɛxɔtʂʰAiɛxɔotupuxixuÃ,iɛ̃niəpatʂʰaiəpavətoupuɛ,ianiahaut͡sʰaiahauŋaitum̩hau,iɤiɤxɔt͡sʰɑiɤxɔŋiɤteipʌʔxɔ,ilɔzolɔŋozevəʔhuøɕi,huŋahoteahoualoŋboiŋiaŋ,hunahoteahogualoŋboai,ieiexaut͡sʰaiexauɣɤtəupəʔtait͡ɕie,ianiexɑut͡sʰɑiexɑuuotoupuɕixuan,jiɦahɜdzoɦahɜŋ̩ofusɹ̩ɕy,iɛniexaut͡sʰaiexauŋuotəupuɕixuan,ianliɤt͡sʰaliɤvɤtɤupuxɔ,iãt͡sʰaŋɤtoupuŋai,jinjɐuhout͡sʰajɐuhouŋɔtoumt͡suŋji,iẽiɒhaɯdzoiɒhaɯŋodəɯpuɕihɔn,iãipat͡sʰaipanɔjkuamɔxɔtɔtʂɔ
pukuannit͡ɕʰyput͡ɕʰyfantʂəŋuoʂɻ̩iɑutçʰytə,pukuanɲit͡ɕʰieput͡ɕʰiexuənsuənŋosɹ̩iaut͡ɕʰieni,kuanlit͡ɕʰiput͡ɕʰiəuxuensuenŋotəusɹ̩iaot͡ɕʰilɛ,pəʔkuõnit͡ɕʰipəʔt͡ɕʰiŋoɦɑzɹ̩ʔiɔt͡ɕʰiti,pukuannit͡ɕʰyput͡ɕʰyfantʂəŋuoteit͡ɕʰy,kʊ̃lit͡sʰɥpəʔt͡sʰɥʊkɔt͡sɹ̩ʂɻ̩iɔt͡sʰɥtiəʔ,pukuÃnikʰəpukʰəfÃtʂə̃̃otɔʂɻ̩iɔkʰənə,pukuɛ̃nɲit͡ɕʰiput͡ɕʰifɛ̃ntʂə̃nvəiɔt͡ɕʰili,m̩kuonn̩hiiam̩hifant͡sənŋait͡sʰiuvoihi,pʌʔkuɑŋn̩t͡ɕʰypʌʔt͡ɕʰyxuɑŋtʂəŋŋiɤsɹ̩iɔt͡ɕʰyliʌʔ,vəʔkuønoŋt͡ɕʰivəʔt͡ɕʰifet͡səŋŋozɹ̩iɔt͡ɕʰiɦə,talilɯkʰɯamualit͡siãtoãikʰɯ,m̩kuanlibeʔkʰiaboaikʰihuetitguasibeʔkʰi,pəʔkuæ̃nit͡ɕʰypəʔt͡ɕʰyfæ̃t͡səŋɣɤiaut͡ɕʰy,pukuannit͡ɕʰyput͡ɕʰyfant͡səŋuoteit͡ɕʰy,fukyɲit͡saufut͡sauhaŋ̩tɜdʑa=dʑa=t͡sauke,pukuannikʰɯpukʰɯfant͡sənŋuosɹ̩itiniaukʰɯti,pukuanɲit͡ɕʰiput͡ɕʰifantʂɤŋvɤsɹ̩iɔt͡ɕʰiɲi,pukuãnit͡ɕʰiput͡ɕʰifãtʂəŋŋɤiaut͡ɕʰini,mleineihøymhøyfant͡siŋŋɔhɐijiuhøykɛ,pukɔnɲit͡ɕʰieput͡ɕʰieɸəntʂʰɻ̩ŋoʂɻ̩iaɯt͡ɕʰieti,ɲit͡ɕʰjl̩mãpv̩t͡ɕʰjxɔnɔfãtʂə̃t͡ɕʰjlia
uofeit͡ɕʰypukɤ,ŋot͡ɕiəusɹ̩iaut͡ɕʰie,ŋofeiiaokʰei,ŋofit͡ɕʰipəʔkʰo,uofeit͡ɕʰyputʂɻ̩,ʊfeiɔt͡sʰɥ,ofeikʰəpukʰo,t͡sə̃nməxalɔvətouiɔt͡ɕʰili,ŋait͡sʰiuoihi,ŋiɤxueit͡ɕʰypʌʔɕiɑ,ŋozɹ̩iɪʔdiŋiɔt͡ɕʰiɦəʔ,uaŋẽhõuãikʰɯ,guaittiŋbeʔkʰi,ɣɤfeit͡ɕʰypəʔɕiəŋ,uofeit͡ɕʰy,ŋ̩fut͡saufuɕaŋa,ŋuofeikʰɯpukʰuo,vɤfɤit͡ɕʰipuɕiŋ,ŋɤfit͡ɕʰipukʰɤ,ŋɔhɐijiuhøy,ŋoŋənɸəiiaɯt͡ɕʰie,fɔtʂʰə̃kɔsaxɔanɔt͡ɕʰjlia
niʂɻ̩neinianlaitə,ɲisɹ̩naiɲiannaini,lisɹ̩lailianlailɛ,nizɹ̩nɑʔiəʔɲiɤ̃lɤtiʔɑ,niʂɻ̩neiinianlaiti,liʂɻ̩laiəʔliɪ̃lɤtiəʔ,niʂɻ̩nAiniɛ̃lænə,t͡ɕiaɲiʂɻ̩laiɲiɛ̃nlɛtiʂa,n̩henaiŋianloike,n̩sɹ̩lɑɲiɤlætiʌʔliʌʔ,noŋzɹ̩ɦaliiɪʔɲileɦəʔ,lɯkaitit͡seknĩlaikai,lisitot͡sitlĩlaie,nisɹ̩nanielaitəʔ,nineinianlaiti,ɲizɹ̩ɲaujiɲileika,ninaniɛnnaiti,ɲisɹ̩naiɲianlaiti,nisɹ̩ainiãlaiti,neihɐipinjɐtninlɐika,ɲiʂɻ̩nɒiɲiẽnaiti,ɲisɹ̩ajɲiãlɛt͡sɹ̩
uoʂɻ̩t͡ɕʰiannianlaitəpeit͡ɕiŋ,ŋosɹ̩t͡ɕʰianɲiant͡sɹ̩taupet͡ɕinni,ŋosɹ̩t͡ɕʰianlianlaipɛt͡ɕinlɛ,ŋozɹ̩dʑiɤ̃ɲiɤ̃t͡sɹ̩tɔpoʔt͡ɕinti,uoʂɻ̩t͡ɕʰianniantautipeit͡ɕiŋ,ʊʂɻ̩t͡ɕʰiɪ̃liɪ̃tɔpɐʔt͡ɕintiəʔ,oʂɻ̩t͡ɕʰiɛ̃niɛ̃tɔpət͡ɕĩnə,vəʂɻ̩t͡ɕʰiɛ̃nɲiɛ̃nkətɔpət͡ɕĩnti,ŋaihet͡sʰienŋianneloipetkinke,ŋiɤsɹ̩t͡ɕiɤɲiɤtɔtiʌʔpiʌʔt͡ɕiŋ,ŋozɹ̩ʑiɲitɔpoʔt͡ɕiŋɦəʔ,uasit͡sõinĩlaipakkiãkai,guasit͡siŋlĩkaupakkiãe,ɣɤsɹ̩t͡ɕʰienietautəʔpeit͡ɕiəŋ,uosɹ̩t͡ɕʰianniankətɑutipeit͡ɕiŋ,ŋ̩zɹ̩jiɲitɜpait͡ɕaŋke,ŋuosɹ̩t͡ɕʰiɛnniɛntaupɤt͡ɕinti,vɤsɹ̩t͡ɕʰianɲianlaitipeit͡ɕiŋ,ŋɤsɹ̩t͡ɕʰiãniãtautipeit͡ɕiŋ,ŋɔhɐit͡sʰinnintoupɐkkiŋkɛ,ŋoʂɻ̩dziẽkɒɲiẽtaɯpæt͡ɕinti,nɔsɹ̩t͡ɕʰiãɲiãtɔxapɨt͡ɕiə̃t͡sɹ̩
t͡ɕiərkʰaixueiʂeitətʂuɕi,t͡ɕʰintʰiankʰaixueinakotaŋt͡suɕi,t͡ɕintʰiankʰaixueisɹ̩lakotaŋt͡suɕi,kent͡sɔkʰɤɦuinɑkoʔt͡sot͡sɥtʑiəʔ,t͡ɕintʰiankʰaixueiʂeiʂɻ̩tʂuɕi,t͡ɕiɤkəkʰɤxuexakət͡sʊtʂuɕiəʔ,t͡ɕiəʐɻ̩kʰæxueinAkətÃtʂuɕi,t͡ɕĩnkətʰiɛ̃nkʰɛxueifeiʂɻ̩pfuɕiʂa,kimpuŋitkʰoifimanŋintoŋt͡susit,t͡ɕiŋʐʌʔkʰæxuæsueitiʌʔt͡sɥɕiʌʔ,t͡ɕiuŋt͡sɔkʰeɦuesaɲiŋt͡sut͡sɹ̩ʑiɪʔ,kimzikkʰuihuetitiaŋt͡sot͡sut͡sʰioʔ,kiãlitkʰuihuesiãlaŋt͡sot͡susik,t͡ɕiəŋzəʔkʰaixueisueitəʔt͡suɕiəʔ,t͡ɕiərkəkʰaixueiseisɹ̩t͡suɕi,kenekʰevaiaɲinaŋtuɔt͡sɹ̩zeia,t͡ɕintʰiɛnkʰaixueinakuosɹ̩t͡ɕyɕi,t͡ɕiŋtʰiankʰaixueiseititʂuɕi,t͡ɕiərkʰaixueiseitipfuɕi,kɐmmɐthɔiwuipinkɔt͡sout͡syt͡sik,t͡ɕinit͡sɹ̩kʰaiɸəinɒkot͡səɯt͡ɕysi,t͡ɕiə̃ɛkʰɛxuɨxɔtʂv̩ɕjfɨtɔ̃tʂɛ
niteit͡ɕʰiŋuotəkʰɤ,t͡ɕʰinkʰe,liiaot͡ɕʰinŋolɛkʰɛəu,niʔiɔt͡ɕʰinŋotiəʔkʰɑʔ,niteit͡ɕʰiŋuokʰɤr,liiɔt͡ɕʰinʊkʰɐʔ,niiɔt͡ɕʰĩonəkʰələ,t͡ɕiaɲiiɔpavət͡ɕʰĩnixali,n̩oit͡sʰiaŋŋai,n̩tiʌʔt͡ɕʰiŋt͡ɕʰiŋŋiɤ,noŋiɔt͡ɕʰiŋŋot͡ɕʰiɪʔvegəʔ,lɯtioʔt͡sʰiãua,litoait͡sʰiãgua,nitiəʔt͡ɕʰiəŋɣɤtəʔkʰaʔ,niteit͡ɕʰiŋuoituər,ɲidʑat͡sʰeŋŋ̩kʰa,nikait͡ɕʰinŋuotikʰɤ,ɲiteit͡ɕʰiŋvɤtikʰei,niteit͡ɕʰiŋŋɤtikʰei,neijiut͡sʰɛŋŋɔsikfanpɔ,ɲiiaɯt͡sʰinŋot͡səɯkʰæpai,ɲitipanɔt͡ɕʰiɔkɨjkua
ipiart͡souipiarliɑu,ipiant͡səuipianpai,lianlut͡səulianlut͡ɕiaŋ,ʔiəʔmiɤ̃t͡seiʔiəʔmiɤ̃sɥəʔ,ipiart͡souipiarʂuo,iəʔpiɪ̃t͡sɯiəʔpiɪ̃t͡ɕiɑ̃,imiɛ̃t͡səuimiɛ̃t͡ɕiÃ,imiɛ̃nt͡soutʂəliimiɛ̃nfətʂəli,itpienhaŋitpienkoŋ,iʌʔpiɤt͡səuiʌʔpiɤsuʌʔ,iɪʔmit͡sɤiɪʔmikɑ̃,t͡sʰiaukiãt͡sʰiautã,lãkiãlãkɔŋ,iəʔpiet͡səuiəʔpiesuaʔ,ipiart͡souipiarʂuo,pit͡saupikuɔ,inəut͡səuinəusuo,t͡sɤutiɲifɤtiɲi,suãt͡sousuãʂɤ,jɐtpinhaŋjɐtpinkɔŋ,piẽt͡səɯpiẽkɔn,ɕyãt͡sɯɕyãfɔ
yɛt͡souyɛyanyɛliauyɛyɛtuo,yet͡səuyeyanyepaiyeto,iɛt͡səuiɛianiɛsuiɛto,ɦyəʔt͡seiɦyəʔʔyõɦyəʔsɥəʔɦyəʔto,yɛt͡souyɛyanyɛʂuoyɛtuo,yɐʔt͡sɯyɐʔyɪ̃yɐʔt͡ɕiɑ̃yɐʔtʊ,iɛt͡səuiɛiɛ̃iɛʂoiɛto,yət͡souyəyɛ̃nlɔyəfəyətuəlɔ,iatt͡seuiatianiatkoŋiatto,yʌʔt͡səuyʌʔyɤyʌʔsuʌʔyʌʔtei,ɦyɪʔt͡sɤɦyɪʔɦypɦyɪʔkɑ̃ɦyɪʔtu,zukiãzuhŋzutãzut͡soi,lukiãluhŋlukɔŋlut͡se,yəʔt͡səuyəʔyeyəʔsuaʔyəʔtɤ,yet͡souyeyanyesuoyetuo,jyt͡saujyjyjykuɔjytɤu,yet͡səuyeyɛnyesuoyetuo,yɤtɤuyɤuyanyɤfɤyɤtuɤ,yɛt͡souyɛyãyɛʂɤyɛtuo,jythaŋjytjynjytkɔŋjyttɔ,yæt͡səɯyæyẽyækɔnyæto,yut͡sɯyuyãyufɔyutu
paineituŋɕinakeiuo,panakotoŋɕinakeŋo,paakotoŋɕilakeiŋo,pəʔnɑkoʔtoŋɕidopəʔŋo,paneikɤtuŋɕinakeiuo,palakətəŋsɹ̩t͡sət͡sɹ̩keʊ,ænəkətoŋɕinAkəo,t͡ɕiapalɛkətũnɕikɯvət͡ɕʰykɯixaʂa,paket͡saktuŋsinapunŋai,pɑuʌʔxuætuŋseit͡ɕyŋiɤxeikueilæ,neimigəʔməʔzɹ̩pəʔŋo,hɯkaimuẽʔkʰioʔpuŋua,kahitlebĩʔkiãtʰeʔhogua,pavaituəŋɕixɤkeiɣɤ,pɑneivaniərtikeiuo,dehekaimøzɹ̩tohaŋ̩,panakuotoŋɕipaŋuo,paɲeikɤtuŋɕikeivɤ,pauotuŋɕikeiŋɤ,t͡sœŋkɔkɔjɛlɔpeiŋɔ,pɒnɒtʂɒtənsinɒpɒŋo,panɛkɔtuə̃ɕjkɨnɔt͡ɕikɨkɔ
iouɕiɛkətit͡ɕiɛrkuantʰaiiɑŋt͡ɕiɑuʐɻ̩tʰou,iəunitifaŋpatʰaiiaŋt͡ɕiaut͡sozɹ̩tʰəu,iəuɕiɛtifaŋpatʰaiiaŋt͡ɕiaot͡suzɹ̩tʰəu,ʔiøtiəʔdifɑŋpəʔtʰɤɦiɑŋt͡ɕiɔzəʔdei,iouɕiɛtifaŋkuantʰaiiaŋt͡ɕiauʐɻ̩tʰou,iɯsɹ̩t͡sɹ̩fɑ̃patʰɤiɑ̃t͡ɕiɔʐəʔtʰɯ,iəuɕiɛtifÃ̃ætʰæiÃt͡ɕiɔʐətʰəu,iouɕiətifɑ̃patʰɛiɑ̃t͡ɕiɔʐɻ̩tʰou,iuteutʰifoŋpatʰaiioŋhamt͡soŋittʰeu,iəuɕiɤtixuəxuəpɑtʰæiɑŋxuɑŋʐʌʔtəuiɤ,ɦiɤt͡soŋdifɑ̃netʰaɦiãt͡ɕiɔɲiɪʔdɤ,ulaŋlotihŋliaʔt͡siatʰaiiaŋkiot͡soziktʰau,uesot͡saikatʰaiiɔŋkiot͡suelittʰau,iəuɕiartifɒ̃paiɒ̃pʰɤt͡ɕiauzəʔtʰəu,iouɕietit͡ɕierpɑtʰaiiɑŋt͡ɕiɑuʐɻ̩tʰou,jauledeihuɔdetʰajit͡ɕiɛɲidɤu,ieuɕietifaŋpatʰaiiaŋt͡ɕiauɯtʰəu,iɤutitifaŋpatʰaiiɑŋt͡ɕiɔʐɻ̩tʰɤu,iouɕiɛtifaŋpatʰaiiaŋt͡ɕiauərtʰou,jɐutiteifɔŋt͡sœŋtʰaijœŋkiut͡soujɐttʰɐu,iəɯtitɔnʂɔnt͡ɕiaɯiant͡səɯidəɯ,iɯɕit͡sɹ̩fɔ̃patʰɛiɔ̃t͡ɕiɔʐɛtʰɯɛtʂɛ
ninkueiɕiŋuoɕiŋuɑŋ,ɲikueiɕinŋoɕinuaŋ,likueiɕinŋoɕinuaŋ,nikuiɕinŋoɕinɦuɑŋ,nikueiɕiŋuomiankueiɕiŋuaŋ,likueɕinʊɕinuɑ̃,nikueiɕĩoɕĩuÃ,ɲiɕinsavəɕĩnvɑ̃,n̩kuisiaŋŋaŋaisiaŋvoŋ,n̩ɕiŋʂəŋliʌʔŋiɤɕiŋuə,noŋkueɕiŋŋoɕiŋɦuɑ̃,lɯkuisẽuasẽheŋ,likuisẽguasĩoŋ,nikueiɕiəŋɣɤɕiəŋvɒ̃,niləkueiɕiŋuoɕiŋvɑŋ,ɲit͡ɕyseŋaŋ̩seŋjyɔ,nit͡ɕiakueiɕinŋuoɕinuaŋ,ɲikueiɕiŋvɤɕiŋvɑŋ,nikueiɕiŋŋɤɕiŋuaŋ,neikwɐisiŋŋɔsiŋwɔŋ,n̩nənkɒkuəisinŋosinuɔn,ɲiɕiə̃sanɔɕiə̃uɔ̃
niɕiŋuɑŋuoiɛɕiŋuɑŋt͡samliatouɕiŋuɑŋ,ɲiɕinuaŋŋoieɕinuaŋŋomənniaŋkotəuɕinuaŋ,liɕinuaŋŋoiɛsɹ̩ɕinuaŋŋomenliaŋkotəuɕinuaŋ,niɕinɦuɑŋŋoɦɑɕinɦuɑŋŋomendɑt͡ɕiɑtuɕinɦuɑŋ,niɕiŋuaŋuoiɛɕiŋuaŋt͡sanliaʂɻ̩it͡ɕiat͡sɹ̩,liɕinuɑ̃ʊiɤɕinuɑ̃ʊliɑ̃kətɯɕinuɑ̃,niɕĩuÃoiɛɕĩuÃomə̃liÃkətuɕĩuÃ,ɲiɕĩnvɑ̃vəiəɕĩnvɑ̃vəmə̃nliɑ̃kəʐə̃ntouɕĩnvɑ̃,n̩siaŋvoŋŋaiiasiaŋvoŋŋailioŋkeŋintusiaŋvoŋ,n̩ɕiŋuəŋiɤiɤɕiŋuət͡sɑliɑŋxuæʐəŋteiɕiŋuə,noŋɕiŋɦuɑ̃ŋoɦaɕiŋɦuɑ̃aʔlaliãkadɤzeɕiŋɦuɑ̃,lɯsẽheŋuaasẽheŋnaŋnõnaŋloŋsẽheŋ,lisĩoŋguabãsĩoŋlanlŋelaŋloŋsĩoŋ,niɕiəŋvɒ̃ɣɤieɕiəŋvɒ̃t͡saliakɤtəuɕiəŋvɒ̃,niɕiŋvɑŋuoieɕiŋvɑŋt͡sanliɑtouɕiŋvɑŋ,ɲiseŋjyɔŋ̩ɦaseŋjyɔŋuɔɲiliɛkaioseŋjyɔ,niɕinuaŋŋuoieɕinuaŋŋuomənniaŋkuotəuɕinuaŋ,ɲiɕiŋvɑŋvɤiɤɕiŋvɑŋt͡samɤŋliɑŋkɤtɤuɕiŋvɑŋ,niɕiŋuaŋŋɤiɛɕiŋuaŋt͡sailiasɹ̩it͡ɕiat͡sɹ̩,neisiŋwɔŋŋɔjiksiŋwɔŋŋɔteilœŋkɔtousiŋwɔŋ,ɲiiɒsinuɔnŋoiɒsinuɔnŋoinniankointəɯsinuɔn,ɲiɕiə̃uɔ̃nɔiɕiə̃uɔ̃nɔliajkuaɕiə̃uɔ̃
